n,s,n_compares,time_taken_s
1000,69,3761,0.00432658800855279
1000,70,3761,0.002921374049037695
1000,70,3761,0.004855854902416468
1000,70,3761,0.004776219837367535
1000,70,3761,0.00414026714861393
1000,70,3761,0.004963623825460672
1000,71,3761,0.00456723477691412
1000,71,3761,0.004408837761729956
1000,71,3761,0.00466517498716712
1000,71,3761,0.002420733217149973
1000,71,3761,0.0027946080081164837
1000,72,3761,0.0026377239264547825
1000,72,3761,0.005058587994426489
1000,72,3761,0.004499954171478748
1000,72,3761,0.004492530133575201
1000,72,3761,0.003060312941670418
1000,73,3761,0.005011677276343107
1000,73,3761,0.004571361932903528
1000,73,3761,0.003611442167311907
1000,73,3761,0.004474776331335306
1000,73,3761,0.0044767786748707294
1000,74,3761,0.003496048040688038
1000,74,3761,0.004511116072535515
1000,74,3761,0.004447492770850658
1000,74,3761,0.016563701909035444
1000,74,3761,0.004458284005522728
1000,75,3761,0.004396974109113216
1000,75,3761,0.0029685646295547485
1000,75,3761,0.004218018148094416
1000,75,3761,0.0036758272908627987
1000,75,3761,0.005204970948398113
1000,76,3761,0.0038601639680564404
1000,76,3761,0.00489371782168746
1000,76,3761,0.004172027576714754
1000,76,3761,0.01579087506979704
1000,76,3761,0.004379060119390488
1000,77,3761,0.00444196118041873
1000,77,3761,0.004415209870785475
1000,77,3761,0.004436762072145939
1000,77,3761,0.0048793600872159
1000,77,3761,0.00542886508628726
1000,78,3761,0.005279836244881153
1000,78,3761,0.004889369010925293
1000,78,3761,0.004918885882943869
1000,78,3761,0.00420083524659276
1000,78,3761,0.004536285065114498
1000,79,3761,0.004726994317024946
1000,79,3761,0.0023456281051039696
1000,79,3761,0.002661710139364004
1000,79,3761,0.004658171907067299
1000,79,3761,0.00443207286298275
1000,80,3761,0.0033919159322977066
1000,80,3761,0.004924556706100702
1000,80,3761,0.00497113773599267
1000,80,3761,0.004897205159068108
1000,80,3761,0.005075070075690746
1000,81,3761,0.002355456817895174
1000,81,3761,0.003732415847480297
1000,81,3761,0.0046909949742257595
1000,81,3761,0.0044522411189973354
1000,81,3761,0.0037955590523779392
1000,82,3761,0.00230582058429718
1000,82,3761,0.004321868997067213
1000,82,3761,0.004773625172674656
1000,82,3761,0.004390602000057697
1000,82,3761,0.004018991254270077
1000,83,3761,0.031215128023177385
1000,83,3761,0.005988098680973053
1000,83,3761,0.0031070541590452194
1000,83,3761,0.00455887895077467
1000,83,3761,0.005467880982905626
1000,84,3761,0.004775146953761578
1000,84,3761,0.006479252129793167
1000,84,3761,0.0061987582594156265
1000,84,3761,0.0022942177020013332
1000,84,3761,0.005863849073648453
1000,85,3761,0.004319604020565748
1000,85,3761,0.0052109528332948685
1000,85,3761,0.0038983169943094254
1000,85,3761,0.0025334819220006466
1000,85,3761,0.0060511017218232155
1000,86,3761,0.005927992984652519
1000,86,3761,0.004679602570831776
1000,86,3761,0.0062659382820129395
1000,86,3761,0.007495432160794735
1000,86,3761,0.004685152787715197
1000,87,3761,0.00633720587939024
1000,87,3761,0.00490178307518363
1000,87,3761,0.004503109958022833
1000,87,3761,0.0044665103778243065
1000,87,3761,0.004869360942393541
1000,88,3761,0.004578286316245794
1000,88,3761,0.006355291232466698
1000,88,3761,0.004540863912552595
1000,88,3761,0.005010122898966074
1000,88,3761,0.014869107864797115
1000,89,3761,0.003186948597431183
1000,89,3761,0.007657626178115606
1000,89,3761,0.0049168625846505165
1000,89,3761,0.004507268778979778
1000,89,3761,0.004425120074301958
1000,90,3761,0.0045481170527637005
1000,90,3761,0.004544469993561506
1000,90,3761,0.0040148841217160225
1000,90,3761,0.005215892568230629
1000,90,3761,0.00504034198820591
1000,91,3761,0.004536844789981842
1000,91,3761,0.004463152959942818
1000,91,3761,0.002381125930696726
1000,91,3761,0.005674140993505716
1000,91,3761,0.004803000949323177
1000,92,3761,0.003274118062108755
1000,92,3761,0.0052293892949819565
1000,92,3761,0.006080197636038065
1000,92,3761,0.010185717139393091
1000,92,3761,0.002415033057332039
1000,93,3761,0.004512458108365536
1000,93,3761,0.0048756832256913185
1000,93,3761,0.004132390953600407
1000,93,3761,0.005021203774958849
1000,93,3761,0.0046481420285999775
1000,94,3761,0.005129193887114525
1000,94,3761,0.005138621665537357
1000,94,3761,0.0046117110177874565
1000,94,3761,0.004321018233895302
1000,94,3761,0.004595649894326925
1000,95,3761,0.005077322944998741
1000,95,3761,0.004541915841400623
1000,95,3761,0.0024674744345247746
1000,95,3761,0.00453316792845726
1000,95,3761,0.004634013865143061
1000,96,3761,0.004703158047050238
1000,96,3761,0.004686224739998579
1000,96,3761,0.0046852040104568005
1000,96,3761,0.004486558027565479
1000,96,3761,0.0048032719641923904
1000,97,3761,0.019688670989125967
1000,97,3761,0.00473629217594862
1000,97,3761,0.004621600266546011
1000,97,3761,0.004909568931907415
1000,97,3761,0.004905661102384329
1000,98,3761,0.0057164933532476425
1000,98,3761,0.004631079267710447
1000,98,3761,0.004805937875062227
1000,98,3761,0.0047841458581388
1000,98,3761,0.004707076121121645
1000,99,3761,0.005123241804540157
1000,99,3761,0.004828842356801033
1000,99,3761,0.004774195607751608
1000,99,3761,0.004809033591300249
1000,99,3761,0.004818842280656099
1000,100,3761,0.005200090818107128
1000,100,3761,0.006146465893834829
1000,100,3761,0.00468667596578598
1000,100,3761,0.0059052989818155766
1000,100,3761,0.005419006105512381
1000,101,3761,0.004852126818150282
1000,101,3761,0.0027345609851181507
1000,101,3761,0.004876574035733938
1000,101,3761,0.0059467488899827
1000,101,3761,0.005496637430042028
1000,102,3761,0.004795718006789684
1000,102,3761,0.005365611985325813
1000,102,3761,0.004873187281191349
1000,102,3761,0.005993559956550598
1000,102,3761,0.005653962027281523
1000,103,3761,0.005967911332845688
1000,103,3761,0.005839942023158073
1000,103,3761,0.005441961344331503
1000,103,3761,0.00340924970805645
1000,103,3761,0.005347536876797676
1000,104,3761,0.005573546048253775
1000,104,3761,0.004990645684301853
1000,104,3761,0.004719329997897148
1000,104,3761,0.005036975722759962
1000,104,3761,0.0036353282630443573
1000,105,3761,0.004835955798625946
1000,105,3761,0.0049103498458862305
1000,105,3761,0.005052315071225166
1000,105,3761,0.005611218046396971
1000,105,3761,0.005105227697640657
1000,106,3761,0.004944195970892906
1000,106,3761,0.005628571845591068
1000,106,3761,0.005557063966989517
1000,106,3761,0.003737404942512512
1000,106,3761,0.005014411173760891
1000,107,3761,0.005019491072744131
1000,107,3761,0.005051514133810997
1000,107,3761,0.005136888939887285
1000,107,3761,0.004859040956944227
1000,107,3761,0.005119074136018753
1000,108,3761,0.02581781381741166
1000,108,3761,0.0051173013634979725
1000,108,3761,0.005019451957195997
1000,108,3761,0.005131198093295097
1000,108,3761,0.005022949073463678
1000,109,3761,0.005876233335584402
1000,109,3761,0.005092734005302191
1000,109,3761,0.004578576888889074
1000,109,3761,0.016233953181654215
1000,109,3761,0.0051708947867155075
1000,110,3761,0.005150715820491314
1000,110,3761,0.005168850999325514
1000,110,3761,0.006109836045652628
1000,110,3761,0.005732404068112373
1000,110,3761,0.005202236119657755
1000,111,3761,0.020007208921015263
1000,111,3761,0.005741592030972242
1000,111,3761,0.010001930873841047
1000,111,3761,0.0058229402638971806
1000,111,3761,0.005733274854719639
1000,112,3761,0.005720190238207579
1000,112,3761,0.004533358849585056
1000,112,3761,0.0051598441787064075
1000,112,3761,0.004565291106700897
1000,112,3761,0.0051581100560724735
1000,113,3761,0.005164662841707468
1000,113,3761,0.02225922467187047
1000,113,3761,0.005458823870867491
1000,113,3761,0.005244005937129259
1000,113,3761,0.00571086211130023
1000,114,3761,0.006175443064421415
1000,114,3761,0.005147438962012529
1000,114,3761,0.005234949290752411
1000,114,3761,0.005691354162991047
1000,114,3761,0.005773182958364487
1000,115,3761,0.005243576131761074
1000,115,3761,0.005216232966631651
1000,115,3761,0.005102621857076883
1000,115,3761,0.005216243211179972
1000,115,3761,0.0052564810030162334
1000,116,3761,0.005218667909502983
1000,116,3761,0.0051719071343541145
1000,116,3761,0.005232063587754965
1000,116,3761,0.0052283769473433495
1000,116,3761,0.005098225083202124
1000,117,3761,0.00529526686295867
1000,117,3761,0.005300557240843773
1000,117,3761,0.00545826181769371
1000,117,3761,0.0051978882402181625
1000,117,3761,0.004796028137207031
1000,118,3761,0.005381904076784849
1000,118,3761,0.005249487701803446
1000,118,3761,0.004855643957853317
1000,118,3761,0.0057944441214203835
1000,118,3761,0.020501907914876938
1000,119,3761,0.0052439868450164795
1000,119,3761,0.012318062130361795
1000,119,3761,0.005791727919131517
1000,119,3761,0.005232794675976038
1000,119,3761,0.0058696698397397995
1000,120,3761,0.005316366907209158
1000,120,3761,0.005438402760773897
1000,120,3761,0.011345354840159416
1000,120,3761,0.006147357635200024
1000,120,3761,0.005182888358831406
1000,121,3761,0.005587853956967592
1000,121,3761,0.0047341990284621716
1000,121,3761,0.005857617128640413
1000,121,3761,0.005218206904828548
1000,121,3761,0.005334281828254461
1000,122,3761,0.005297861061990261
1000,122,3761,0.005937901791185141
1000,122,3761,0.005797369871288538
1000,122,3761,0.005331757012754679
1000,122,3761,0.006804292090237141
1000,123,3761,0.005343490280210972
1000,123,3761,0.00588920759037137
1000,123,3761,0.005175875034183264
1000,123,3761,0.004699702374637127
1000,123,3761,0.006006625015288591
1000,124,3761,0.005286348983645439
1000,124,3761,0.005555430892854929
1000,124,3761,0.003943595103919506
1000,124,3761,0.005173670127987862
1000,124,3761,0.005936929956078529
1000,125,3761,0.005960686132311821
1000,125,3761,0.005777671933174133
1000,125,3761,0.00615117559209466
1000,125,3761,0.006155454088002443
1000,125,3761,0.005419738125056028
1000,126,3761,0.005986987613141537
1000,126,3761,0.0055428557097911835
1000,126,3761,0.0057390667498111725
1000,126,3761,0.005857306066900492
1000,126,3761,0.005220260936766863
1000,127,3761,0.00592684093862772
1000,127,3761,0.005372415296733379
1000,127,3761,0.005331105086952448
1000,127,3761,0.008480691816657782
1000,127,3761,0.005345143377780914
10000,1,44014,0.2778230691328645
10000,1,44014,0.08924760902300477
10000,1,44014,0.0926259383559227
10000,1,44014,0.10835185600444674
10000,1,44014,0.22023025061935186
10000,2,44014,0.08406451996415854
10000,2,44014,0.1995601560920477
10000,2,44014,0.06927962601184845
10000,2,44014,0.11000054283067584
10000,2,44014,0.07943413313478231
10000,3,44014,0.06676113326102495
10000,3,44014,0.12122722901403904
10000,3,44014,0.11609413800761104
10000,3,44014,0.08495057839900255
10000,3,44014,0.0943432878702879
10000,4,44014,0.0763749317266047
10000,4,44014,0.11699573509395123
10000,4,44014,0.15497922617942095
10000,4,44014,0.19497822364792228
10000,4,44014,0.21902790991589427
10000,5,44014,0.11339894216507673
10000,5,44014,0.07811592658981681
10000,5,44014,0.1701547373086214
10000,5,44014,0.0983779695816338
10000,5,44014,0.0987298721447587
10000,6,44014,0.08304157620295882
10000,6,44014,0.11333594983443618
10000,6,44014,0.15241573611274362
10000,6,44014,0.1475999690592289
10000,6,44014,0.249003694858402
10000,7,44014,0.20846968004480004
10000,7,44014,0.08014328824356198
10000,7,44014,0.07856299402192235
10000,7,44014,0.0903290850110352
10000,7,44014,0.07820946769788861
10000,8,44014,0.08010021410882473
10000,8,44014,0.1373773398809135
10000,8,44014,0.14318275498226285
10000,8,44014,0.08508835500106215
10000,8,44014,0.07200840581208467
10000,9,44014,0.11946073407307267
10000,9,44014,0.10930141806602478
10000,9,44014,0.15590570215135813
10000,9,44014,0.2844398571178317
10000,9,44014,0.2629005778580904
10000,10,44014,0.23964925995096564
10000,10,44014,0.2073436570353806
10000,10,44014,0.06802285881713033
10000,10,44014,0.19191489508375525
10000,10,44014,0.11945669585838914
10000,11,44014,0.20817929692566395
10000,11,44014,0.1063905549235642
10000,11,44014,0.15262841759249568
10000,11,44014,0.08845227723941207
10000,11,44014,0.19681214867159724
10000,12,44014,0.11505478201434016
10000,12,44014,0.12924399180337787
10000,12,44014,0.12863895809277892
10000,12,44014,0.21591306058689952
10000,12,44014,0.22997818002477288
10000,13,44014,0.07955421600490808
10000,13,44014,0.25682578096166253
10000,13,44014,0.08867293503135443
10000,13,44014,0.1748878238722682
10000,13,44014,0.2367670820094645
10000,14,44014,0.18578471010550857
10000,14,44014,0.07978872023522854
10000,14,44014,0.10669316118583083
10000,14,44014,0.09267110610380769
10000,14,44014,0.25595213705673814
10000,15,44014,0.20893721608445048
10000,15,44014,0.07416438590735197
10000,15,44014,0.19949421007186174
10000,15,44014,0.14597648195922375
10000,15,44014,0.23387488536536694
10000,16,44014,0.08189810020849109
10000,16,44014,0.2448381599970162
10000,16,44014,0.07640804583206773
10000,16,44014,0.23013813886791468
10000,16,44014,0.11230818694457412
10000,17,44014,0.1424359679222107
10000,17,44014,0.08056940417736769
10000,17,44014,0.19353401381522417
10000,17,44014,0.15089002810418606
10000,17,44014,0.1410129778087139
10000,18,44014,0.15648579690605402
10000,18,44014,0.1075548124499619
10000,18,44014,0.19630481535568833
10000,18,44014,0.24162682378664613
10000,18,44014,0.1582118826918304
10000,19,44014,0.16141263768076897
10000,19,44014,0.1843560398556292
10000,19,44014,0.10582912573590875
10000,19,44014,0.25081508699804544
10000,19,44014,0.08179033128544688
10000,20,44014,0.09263646928593516
10000,20,44014,0.1401113010942936
10000,20,44014,0.25557856215164065
10000,20,44014,0.08189256908372045
10000,20,44014,0.1547196116298437
10000,21,44014,0.08532082615420222
10000,21,44014,0.10199803905561566
10000,21,44014,0.22846581786870956
10000,21,44014,0.10609784675762057
10000,21,44014,0.13284085504710674
10000,22,44014,0.08738663094118237
10000,22,44014,0.10445854905992746
10000,22,44014,0.21802973374724388
10000,22,44014,0.08456441899761558
10000,22,44014,0.16216826299205422
10000,23,44014,0.16894356906414032
10000,23,44014,0.14773982018232346
10000,23,44014,0.18462330801412463
10000,23,44014,0.20487817702814937
10000,23,44014,0.1335286390967667
10000,24,44014,0.15935116214677691
10000,24,44014,0.16854110779240727
10000,24,44014,0.19454738777130842
10000,24,44014,0.08098871726542711
10000,24,44014,0.12006602808833122
10000,25,44014,0.09540526708588004
10000,25,44014,0.18954144325107336
10000,25,44014,0.1307710916735232
10000,25,44014,0.2079538912512362
10000,25,44014,0.2664742060005665
10000,26,44014,0.128561208024621
10000,26,44014,0.11871027993038297
10000,26,44014,0.07419524574652314
10000,26,44014,0.09805486304685473
10000,26,44014,0.2189060440286994
10000,27,44014,0.10600080899894238
10000,27,44014,0.08641700074076653
10000,27,44014,0.1360757271759212
10000,27,44014,0.19500565668568015
10000,27,44014,0.09358331514522433
10000,28,44014,0.11088217282667756
10000,28,44014,0.1547349519096315
10000,28,44014,0.158967818133533
10000,28,44014,0.17620574869215488
10000,28,44014,0.0796228894032538
10000,29,44014,0.267638532910496
10000,29,44014,0.07163345906883478
10000,29,44014,0.19418187998235226
10000,29,44014,0.11637561302632093
10000,29,44014,0.2079496718943119
10000,30,44014,0.24825899116694927
10000,30,44014,0.14982132613658905
10000,30,44014,0.15252955723553896
10000,30,44014,0.10662177298218012
10000,30,44014,0.08625798299908638
10000,31,44014,0.1608495470136404
10000,31,44014,0.21567783458158374
10000,31,44014,0.2672469140961766
10000,31,44014,0.24533482315018773
10000,31,44014,0.18831647792831063
10000,32,44014,0.1756470249965787
10000,32,44014,0.14091438706964254
10000,32,44014,0.07045595580711961
10000,32,44014,0.08867173176258802
10000,32,44014,0.18342169793322682
10000,33,44014,0.1786606078967452
10000,33,44014,0.0979807898402214
10000,33,44014,0.2341003711335361
10000,33,44014,0.23254228103905916
10000,33,44014,0.17305006086826324
10000,34,44014,0.1476927287876606
10000,34,44014,0.2653518910519779
10000,34,44014,0.22774853697046638
10000,34,44014,0.14544580318033695
10000,34,44014,0.07437454257160425
10000,35,44014,0.2308869711123407
10000,35,44014,0.2032323470339179
10000,35,44014,0.08970376336947083
10000,35,44014,0.19550974434241652
10000,35,44014,0.20913928793743253
10000,36,44014,0.13545854995027184
10000,36,44014,0.1399887129664421
10000,36,44014,0.24751533987000585
10000,36,44014,0.1309294798411429
