n,s,trial,n_compares,time_taken_ms
1000,205,7,34620,392
1000,205,8,34851,389
1000,205,9,35326,401
1000,205,10,35462,396
1000,205,11,34846,396
1000,205,12,35132,397
1000,205,13,35766,401
1000,205,14,35971,413
1000,206,0,34911,392
1000,206,1,35340,391
1000,206,2,35145,396
1000,206,3,35385,401
1000,206,4,35782,401
1000,206,5,35239,396
1000,206,6,33796,387
1000,206,7,34620,393
1000,206,8,34851,395
1000,206,9,35326,397
1000,206,10,35462,402
1000,206,11,34846,394
1000,206,12,35132,399
1000,206,13,35766,401
1000,206,14,35971,399
1000,207,0,34911,389
1000,207,1,35340,401
1000,207,2,35145,396
1000,207,3,35385,394
1000,207,4,35782,407
1000,207,5,35239,397
1000,207,6,33796,384
1000,207,7,34620,392
1000,207,8,34851,405
1000,207,9,35326,407
1000,207,10,35462,399
1000,207,11,34846,391
1000,207,12,35132,397
1000,207,13,35766,413
1000,207,14,35971,400
1000,208,0,34911,431
1000,208,1,35340,419
1000,208,2,35145,400
1000,208,3,35385,422
1000,208,4,35782,431
1000,208,5,35239,390
1000,208,6,33796,381
1000,208,7,34620,392
1000,208,8,34851,391
1000,208,9,35326,398
1000,208,10,35462,413
1000,208,11,34846,394
1000,208,12,35132,396
1000,208,13,35766,405
1000,208,14,35971,400
1000,209,0,34911,398
1000,209,1,35340,398
1000,209,2,35145,396
1000,209,3,35385,398
1000,209,4,35782,401
1000,209,5,35239,391
1000,209,6,33796,384
1000,209,7,34620,396
1000,209,8,34851,398
1000,209,9,35326,397
1000,209,10,35462,399
1000,209,11,34846,397
1000,209,12,35132,396
1000,209,13,35766,401
1000,209,14,35971,403
1000,210,0,34911,396
1000,210,1,35340,401
1000,210,2,35145,397
1000,210,3,35385,398
1000,210,4,35782,404
1000,210,5,35239,397
1000,210,6,33796,381
1000,210,7,34620,395
1000,210,8,34851,394
1000,210,9,35326,398
1000,210,10,35462,403
1000,210,11,34846,394
1000,210,12,35132,396
1000,210,13,35766,400
1000,210,14,35971,403
1000,211,0,34911,390
1000,211,1,35340,399
1000,211,2,35145,399
1000,211,3,35385,398
1000,211,4,35782,397
1000,211,5,35239,394
1000,211,6,33796,389
1000,211,7,34620,392
1000,211,8,34851,395
1000,211,9,35326,398
1000,211,10,35462,399
1000,211,11,34846,394
1000,211,12,35132,396
1000,211,13,35766,401
1000,211,14,35971,406
1000,212,0,34911,395
1000,212,1,35340,401
1000,212,2,35145,397
1000,212,3,35385,395
1000,212,4,35782,399
1000,212,5,35239,393
1000,212,6,33796,388
1000,212,7,34620,396
1000,212,8,34851,406
1000,212,9,35326,401
1000,212,10,35462,399
1000,212,11,34846,401
1000,212,12,35132,392
1000,212,13,35766,401
1000,212,14,35971,399
1000,213,0,34911,406
1000,213,1,35340,398
1000,213,2,35145,397
1000,213,3,35385,394
1000,213,4,35782,404
1000,213,5,35239,399
1000,213,6,33796,390
1000,213,7,34620,405
1000,213,8,34851,395
1000,213,9,35326,398
1000,213,10,35462,399
1000,213,11,34846,394
1000,213,12,35132,397
1000,213,13,35766,398
1000,213,14,35971,406
1000,214,0,34911,399
1000,214,1,35340,401
1000,214,2,35145,400
1000,214,3,35385,397
1000,214,4,35782,412
1000,214,5,35239,400
1000,214,6,33796,384
1000,214,7,34620,386
1000,214,8,34851,397
1000,214,9,35326,401
1000,214,10,35462,398
1000,214,11,34846,394
1000,214,12,35132,396
1000,214,13,35766,404
1000,214,14,35971,402
1000,215,0,34911,395
1000,215,1,35340,391
1000,215,2,35145,400
1000,215,3,35385,397
1000,215,4,35782,401
1000,215,5,35239,396
1000,215,6,33796,391
1000,215,7,34620,392
1000,215,8,34851,398
1000,215,9,35326,397
1000,215,10,35462,399
1000,215,11,34846,397
1000,215,12,35132,397
1000,215,13,35766,401
1000,215,14,35971,399
1000,216,0,34911,395
1000,216,1,35340,398
1000,216,2,35145,397
1000,216,3,35385,398
1000,216,4,35782,401
1000,216,5,35239,400
1000,216,6,33796,391
1000,216,7,34620,393
1000,216,8,34851,408
1000,216,9,35326,397
1000,216,10,35462,402
1000,216,11,34846,394
1000,216,12,35132,400
1000,216,13,35766,407
1000,216,14,35971,400
1000,217,0,34911,388
1000,217,1,35340,392
1000,217,2,35145,421
1000,217,3,35385,391
1000,217,4,35782,401
1000,217,5,35239,400
1000,217,6,33796,388
1000,217,7,34620,387
1000,217,8,34851,392
1000,217,9,35326,401
1000,217,10,35462,399
1000,217,11,34846,394
1000,217,12,35132,396
1000,217,13,35766,404
1000,217,14,35971,405
1000,218,0,34911,398
1000,218,1,35340,399
1000,218,2,35145,397
1000,218,3,35385,398
1000,218,4,35782,401
1000,218,5,35239,397
1000,218,6,33796,381
1000,218,7,34620,393
1000,218,8,34851,393
1000,218,9,35326,398
1000,218,10,35462,399
1000,218,11,34846,394
1000,218,12,35132,394
1000,218,13,35766,401
1000,218,14,35971,403
1000,219,0,34911,395
1000,219,1,35340,398
1000,219,2,35145,396
1000,219,3,35385,398
1000,219,4,35782,398
1000,219,5,35239,390
1000,219,6,33796,388
1000,219,7,34620,392
1000,219,8,34851,395
1000,219,9,35326,413
1000,219,10,35462,456
1000,219,11,34846,431
1000,219,12,35132,397
1000,219,13,35766,400
1000,219,14,35971,406
1000,220,0,34911,399
1000,220,1,35340,395
1000,220,2,35145,396
1000,220,3,35385,404
1000,220,4,35782,404
1000,220,5,35239,397
1000,220,6,33796,381
1000,220,7,34620,393
1000,220,8,34851,395
1000,220,9,35326,398
1000,220,10,35462,396
1000,220,11,34846,394
1000,220,12,35132,397
1000,220,13,35766,401
1000,220,14,35971,402
1000,221,0,34911,394
1000,221,1,35340,398
1000,221,2,35145,410
1000,221,3,35385,400
1000,221,4,35782,435
1000,221,5,35239,453
1000,221,6,33796,396
1000,221,7,34620,393
1000,221,8,34851,395
1000,221,9,35326,407
1000,221,10,35462,399
1000,221,11,34846,393
1000,221,12,35132,397
1000,221,13,35766,449
1000,221,14,35971,412
1000,222,0,34911,396
1000,222,1,35340,398
1000,222,2,35145,396
1000,222,3,35385,398
1000,222,4,35782,400
1000,222,5,35239,398
1000,222,6,33796,387
1000,222,7,34620,403
1000,222,8,34851,391
1000,222,9,35326,401
1000,222,10,35462,400
1000,222,11,34846,397
1000,222,12,35132,396
1000,222,13,35766,415
1000,222,14,35971,422
1000,223,0,34911,393
1000,223,1,35340,413
1000,223,2,35145,391
1000,223,3,35385,394
1000,223,4,35782,415
1000,223,5,35239,430
1000,223,6,33796,399
1000,223,7,34620,392
1000,223,8,34851,402
1000,223,9,35326,419
1000,223,10,35462,412
1000,223,11,34846,397
1000,223,12,35132,420
1000,223,13,35766,427
1000,223,14,35971,402
1000,224,0,34911,428
1000,224,1,35340,398
1000,224,2,35145,393
1000,224,3,35385,398
1000,224,4,35782,411
1000,224,5,35239,409
1000,224,6,33796,381
1000,224,7,34620,408
1000,224,8,34851,396
1000,224,9,35326,398
1000,224,10,35462,418
1000,224,11,34846,406
1000,224,12,35132,396
1000,224,13,35766,423
1000,224,14,35971,422
1000,225,0,34911,398
1000,225,1,35340,444
1000,225,2,35145,413
1000,225,3,35385,398
1000,225,4,35782,409
1000,225,5,35239,393
1000,225,6,33796,384
1000,225,7,34620,392
1000,225,8,34851,415
1000,225,9,35326,427
1000,225,10,35462,399
1000,225,11,34846,394
1000,225,12,35132,415
1000,225,13,35766,404
1000,225,14,35971,403
1000,226,0,34911,437
1000,226,1,35340,423
1000,226,2,35145,423
1000,226,3,35385,394
1000,226,4,35782,401
1000,226,5,35239,399
1000,226,6,33796,385
1000,226,7,34620,393
1000,226,8,34851,409
1000,226,9,35326,419
1000,226,10,35462,402
1000,226,11,34846,393
1000,226,12,35132,390
1000,226,13,35766,408
1000,226,14,35971,417
1000,227,0,34911,411
1000,227,1,35340,398
1000,227,2,35145,397
1000,227,3,35385,401
1000,227,4,35782,401
1000,227,5,35239,411
1000,227,6,33796,381
1000,227,7,34620,386
1000,227,8,34851,395
1000,227,9,35326,397
1000,227,10,35462,405
1000,227,11,34846,394
1000,227,12,35132,396
1000,227,13,35766,409
1000,227,14,35971,402
1000,228,0,34911,392
1000,228,1,35340,410
1000,228,2,35145,396
1000,228,3,35385,401
1000,228,4,35782,404
1000,228,5,35239,423
1000,228,6,33796,387
1000,228,7,34620,392
1000,228,8,34851,398
1000,228,9,35326,397
1000,228,10,35462,399
1000,228,11,34846,393
1000,228,12,35132,415
1000,228,13,35766,421
1000,228,14,35971,403
1000,229,0,34911,392
1000,229,1,35340,404
1000,229,2,35145,396
1000,229,3,35385,408
1000,229,4,35782,408
1000,229,5,35239,393
1000,229,6,33796,391
1000,229,7,34620,396
1000,229,8,34851,395
1000,229,9,35326,406
1000,229,10,35462,402
1000,229,11,34846,394
1000,229,12,35132,396
1000,229,13,35766,404
1000,229,14,35971,403
1000,230,0,34911,396
1000,230,1,35340,397
1000,230,2,35145,393
1000,230,3,35385,413
1000,230,4,35782,401
1000,230,5,35239,417
1000,230,6,33796,394
1000,230,7,34620,399
1000,230,8,34851,395
1000,230,9,35326,401
1000,230,10,35462,402
1000,230,11,34846,405
1000,230,12,35132,406
1000,230,13,35766,401
1000,230,14,35971,406
1000,231,0,34911,395
1000,231,1,35340,421
1000,231,2,35145,413
1000,231,3,35385,401
1000,231,4,35782,401
1000,231,5,35239,390
1000,231,6,33796,387
1000,231,7,34620,404
1000,231,8,34851,395
1000,231,9,35326,411
1000,231,10,35462,399
1000,231,11,34846,394
1000,231,12,35132,397
1000,231,13,35766,405
1000,231,14,35971,403
1000,232,0,34911,399
1000,232,1,35340,398
1000,232,2,35145,396
1000,232,3,35385,401
1000,232,4,35782,405
1000,232,5,35239,396
1000,232,6,33796,387
1000,232,7,34620,396
1000,232,8,34851,395
1000,232,9,35326,395
1000,232,10,35462,399
1000,232,11,34846,394
1000,232,12,35132,397
1000,232,13,35766,405
1000,232,14,35971,402
1000,233,0,34911,392
1000,233,1,35340,398
1000,233,2,35145,403
1000,233,3,35385,398
1000,233,4,35782,400
1000,233,5,35239,393
1000,233,6,33796,387
1000,233,7,34620,392
1000,233,8,34851,396
1000,233,9,35326,398
1000,233,10,35462,402
1000,233,11,34846,393
1000,233,12,35132,408
1000,233,13,35766,401
1000,233,14,35971,406
1000,234,0,34911,404
1000,234,1,35340,398
1000,234,2,35145,400
1000,234,3,35385,401
1000,234,4,35782,401
1000,234,5,35239,393
1000,234,6,33796,387
1000,234,7,34620,395
1000,234,8,34851,395
1000,234,9,35326,398
1000,234,10,35462,399
1000,234,11,34846,394
1000,234,12,35132,396
1000,234,13,35766,401
1000,234,14,35971,403
1000,235,0,34911,395
1000,235,1,35340,398
1000,235,2,35145,411
1000,235,3,35385,394
1000,235,4,35782,405
1000,235,5,35239,390
1000,235,6,33796,384
1000,235,7,34620,392
1000,235,8,34851,399
1000,235,9,35326,398
1000,235,10,35462,399
1000,235,11,34846,407
1000,235,12,35132,400
1000,235,13,35766,415
1000,235,14,35971,412
1000,236,0,34911,395
1000,236,1,35340,417
1000,236,2,35145,396
1000,236,3,35385,400
1000,236,4,35782,401
1000,236,5,35239,399
1000,236,6,33796,398
1000,236,7,34620,411
1000,236,8,34851,399
1000,236,9,35326,401
1000,236,10,35462,395
1000,236,11,34846,393
1000,236,12,35132,397
1000,236,13,35766,405
1000,236,14,35971,414
1000,237,0,34911,395
1000,237,1,35340,391
1000,237,2,35145,400
1000,237,3,35385,391
1000,237,4,35782,404
1000,237,5,35239,396
1000,237,6,33796,391
1000,237,7,34620,392
1000,237,8,34851,395
1000,237,9,35326,391
1000,237,10,35462,403
1000,237,11,34846,398
1000,237,12,35132,394
1000,237,13,35766,401
1000,237,14,35971,403
1000,238,0,34911,389
1000,238,1,35340,398
1000,238,2,35145,396
1000,238,3,35385,398
1000,238,4,35782,399
1000,238,5,35239,406
1000,238,6,33796,384
1000,238,7,34620,392
1000,238,8,34851,398
1000,238,9,35326,404
1000,238,10,35462,399
1000,238,11,34846,393
1000,238,12,35132,400
1000,238,13,35766,401
1000,238,14,35971,403
1000,239,0,34911,395
1000,239,1,35340,391
1000,239,2,35145,400
1000,239,3,35385,397
1000,239,4,35782,404
1000,239,5,35239,393
1000,239,6,33796,387
1000,239,7,34620,395
1000,239,8,34851,395
1000,239,9,35326,395
1000,239,10,35462,399
1000,239,11,34846,394
1000,239,12,35132,397
1000,239,13,35766,405
1000,239,14,35971,402
1000,240,0,34911,402
1000,240,1,35340,391
1000,240,2,35145,399
1000,240,3,35385,401
1000,240,4,35782,401
1000,240,5,35239,390
1000,240,6,33796,390
1000,240,7,34620,392
1000,240,8,34851,395
1000,240,9,35326,401
1000,240,10,35462,410
1000,240,11,34846,393
1000,240,12,35132,397
1000,240,13,35766,401
1000,240,14,35971,399
1000,241,0,34911,388
1000,241,1,35340,391
1000,241,2,35145,409
1000,241,3,35385,398
1000,241,4,35782,401
1000,241,5,35239,403
1000,241,6,33796,384
1000,241,7,34620,403
1000,241,8,34851,398
1000,241,9,35326,397
1000,241,10,35462,403
1000,241,11,34846,404
1000,241,12,35132,397
1000,241,13,35766,400
1000,241,14,35971,403
1000,242,0,34911,395
1000,242,1,35340,398
1000,242,2,35145,405
1000,242,3,35385,398
1000,242,4,35782,404
1000,242,5,35239,397
1000,242,6,33796,390
1000,242,7,34620,402
1000,242,8,34851,408
1000,242,9,35326,394
1000,242,10,35462,399
1000,242,11,34846,407
1000,242,12,35132,398
1000,242,13,35766,404
1000,242,14,35971,403
1000,243,0,34911,395
1000,243,1,35340,396
1000,243,2,35145,397
1000,243,3,35385,398
1000,243,4,35782,401
1000,243,5,35239,390
1000,243,6,33796,387
1000,243,7,34620,392
1000,243,8,34851,395
1000,243,9,35326,398
1000,243,10,35462,402
1000,243,11,34846,394
1000,243,12,35132,406
1000,243,13,35766,401
1000,243,14,35971,403
1000,244,0,34911,395
1000,244,1,35340,401
1000,244,2,35145,396
1000,244,3,35385,396
1000,244,4,35782,401
1000,244,5,35239,392
1000,244,6,33796,384
1000,244,7,34620,393
1000,244,8,34851,395
1000,244,9,35326,395
1000,244,10,35462,399
1000,244,11,34846,398
1000,244,12,35132,396
1000,244,13,35766,401
1000,244,14,35971,403
1000,245,0,34911,396
1000,245,1,35340,391
1000,245,2,35145,396
1000,245,3,35385,398
1000,245,4,35782,402
1000,245,5,35239,389
1000,245,6,33796,384
1000,245,7,34620,398
1000,245,8,34851,392
1000,245,9,35326,397
1000,245,10,35462,399
1000,245,11,34846,404
1000,245,12,35132,400
1000,245,13,35766,394
1000,245,14,35971,397
1000,246,0,34911,396
1000,246,1,35340,401
1000,246,2,35145,396
1000,246,3,35385,398
1000,246,4,35782,398
1000,246,5,35239,396
1000,246,6,33796,386
1000,246,7,34620,392
1000,246,8,34851,392
1000,246,9,35326,397
1000,246,10,35462,402
1000,246,11,34846,394
1000,246,12,35132,400
1000,246,13,35766,398
1000,246,14,35971,403
1000,247,0,34911,395
1000,247,1,35340,406
1000,247,2,35145,396
1000,247,3,35385,394
1000,247,4,35782,400
1000,247,5,35239,393
1000,247,6,33796,383
1000,247,7,34620,392
1000,247,8,34851,395
1000,247,9,35326,395
1000,247,10,35462,399
1000,247,11,34846,394
1000,247,12,35132,395
1000,247,13,35766,400
1000,247,14,35971,403
1000,248,0,34911,402
1000,248,1,35340,398
1000,248,2,35145,409
1000,248,3,35385,397
1000,248,4,35782,404
1000,248,5,35239,396
1000,248,6,33796,381
1000,248,7,34620,392
1000,248,8,34851,399
1000,248,9,35326,398
1000,248,10,35462,399
1000,248,11,34846,394
1000,248,12,35132,401
1000,248,13,35766,401
1000,248,14,35971,406
1000,249,0,34911,392
1000,249,1,35340,400
1000,249,2,35145,397
1000,249,3,35385,398
1000,249,4,35782,401
1000,249,5,35239,400
1000,249,6,33796,384
1000,249,7,34620,393
1000,249,8,34851,398
1000,249,9,35326,408
1000,249,10,35462,399
1000,249,11,34846,394
1000,249,12,35132,397
1000,249,13,35766,404
1000,249,14,35971,396
1000,250,0,64398,553
1000,250,1,67616,582
1000,250,2,66820,571
1000,250,3,65044,555
1000,250,4,64828,554
1000,250,5,66983,573
1000,250,6,64504,554
1000,250,7,66336,568
1000,250,8,66491,569
1000,250,9,65996,562
1000,250,10,65500,558
1000,250,11,66925,572
1000,250,12,66653,566
1000,250,13,67360,575
1000,250,14,66170,567
10000,1,0,120341,27127
10000,1,1,120442,26792
10000,1,2,120543,26853
10000,1,3,120413,26938
10000,1,4,120466,26940
10000,1,5,120361,27451
10000,1,6,120317,27600
10000,1,7,120426,27373
10000,1,8,120454,26907
10000,1,9,120376,26905
10000,1,10,120564,26810
10000,1,11,120417,26658
10000,1,12,120465,26640
10000,1,13,120442,26602
10000,1,14,120614,26621
10000,2,0,120341,18214
10000,2,1,120442,18311
10000,2,2,120543,18238
10000,2,3,120413,18342
10000,2,4,120466,18269
10000,2,5,120361,18363
10000,2,6,120317,18284
10000,2,7,120426,18323
10000,2,8,120454,18378
10000,2,9,120376,18400
10000,2,10,120564,18485
10000,2,11,120417,18389
10000,2,12,120465,18485
10000,2,13,120442,18286
10000,2,14,120614,18406
10000,3,0,120310,14481
10000,3,1,120451,14525
10000,3,2,120547,14510
10000,3,3,120432,14454
10000,3,4,120480,14473
10000,3,5,120364,14498
10000,3,6,120276,14488
10000,3,7,120404,14579
10000,3,8,120438,14446
10000,3,9,120416,14516
10000,3,10,120577,14515
10000,3,11,120452,14511
10000,3,12,120438,14578
10000,3,13,120441,14469
10000,3,14,120599,14603
10000,4,0,120365,13993
10000,4,1,120507,13965
10000,4,2,120624,13939
10000,4,3,120467,14022
10000,4,4,120561,13966
10000,4,5,120424,14000
10000,4,6,120322,13947
10000,4,7,120447,13970
10000,4,8,120492,13943
10000,4,9,120496,14048
10000,4,10,120652,14017
10000,4,11,120499,14091
10000,4,12,120526,14063
10000,4,13,120519,14127
10000,4,14,120656,14447
10000,5,0,121363,10000
10000,5,1,121460,10012
10000,5,2,121535,10034
10000,5,3,121438,9911
10000,5,4,121600,9974
10000,5,5,121415,9881
10000,5,6,121296,9977
10000,5,7,121477,9797
10000,5,8,121488,9775
10000,5,9,121397,9924
10000,5,10,121671,10070
10000,5,11,121386,9873
10000,5,12,121590,9962
10000,5,13,121514,9807
10000,5,14,121655,9925
10000,6,0,121363,9891
10000,6,1,121460,9986
10000,6,2,121535,10026
10000,6,3,121438,9910
10000,6,4,121600,9932
10000,6,5,121415,9918
10000,6,6,121296,9920
10000,6,7,121477,9950
10000,6,8,121488,9822
10000,6,9,121397,9902
10000,6,10,121671,10085
10000,6,11,121386,10022
10000,6,12,121590,9971
10000,6,13,121514,9919
10000,6,14,121655,10017
10000,7,0,121363,9907
10000,7,1,121460,9862
10000,7,2,121535,9914
10000,7,3,121438,9924
10000,7,4,121600,9829
10000,7,5,121415,9835
10000,7,6,121296,9858
10000,7,7,121477,9880
10000,7,8,121488,9813
10000,7,9,121397,9797
10000,7,10,121671,9829
10000,7,11,121386,9891
10000,7,12,121590,9820
10000,7,13,121514,9859
10000,7,14,121655,9845
10000,8,0,121363,9824
10000,8,1,121460,9863
10000,8,2,121535,9790
10000,8,3,121438,9822
10000,8,4,121600,9952
10000,8,5,121415,9815
10000,8,6,121296,9825
10000,8,7,121477,9854
10000,8,8,121488,9850
10000,8,9,121397,9836
10000,8,10,121671,9872
10000,8,11,121386,9842
10000,8,12,121590,9952
10000,8,13,121514,9829
10000,8,14,121655,9845
10000,9,0,122330,9324
10000,9,1,122449,9272
10000,9,2,122517,9253
10000,9,3,122353,9284
10000,9,4,122597,9252
10000,9,5,122450,9299
10000,9,6,122222,9265
10000,9,7,122494,9264
10000,9,8,122483,9344
10000,9,9,122441,9266
10000,9,10,122639,9284
10000,9,11,122488,9230
10000,9,12,122541,9249
10000,9,13,122610,9260
10000,9,14,122595,9232
10000,10,0,127036,7257
10000,10,1,126992,7285
10000,10,2,127285,7308
10000,10,3,126921,7275
10000,10,4,127051,7270
10000,10,5,126957,7249
10000,10,6,126695,7299
10000,10,7,127348,7305
10000,10,8,127106,7327
10000,10,9,127073,7270
10000,10,10,127032,7246
10000,10,11,126911,7244
10000,10,12,127013,7328
10000,10,13,127016,7325
10000,10,14,127033,7338
10000,11,0,127036,7345
10000,11,1,126992,7328
10000,11,2,127285,7367
10000,11,3,126921,7379
10000,11,4,127051,7317
10000,11,5,126957,7289
10000,11,6,126695,7240
10000,11,7,127348,7502
10000,11,8,127106,7550
10000,11,9,127073,7500
10000,11,10,127032,7459
10000,11,11,126911,7483
10000,11,12,127013,7425
10000,11,13,127016,7407
10000,11,14,127033,7394
10000,12,0,127036,7396
10000,12,1,126992,7415
10000,12,2,127285,7379
10000,12,3,126921,7288
10000,12,4,127051,7298
10000,12,5,126957,7248
10000,12,6,126695,7355
10000,12,7,127348,7446
10000,12,8,127106,7352
10000,12,9,127073,7271
10000,12,10,127032,7276
10000,12,11,126911,7319
10000,12,12,127013,7331
10000,12,13,127016,7317
10000,12,14,127033,7291
10000,13,0,127036,7275
10000,13,1,126992,7263
10000,13,2,127285,7322
10000,13,3,126921,7289
10000,13,4,127051,7313
10000,13,5,126957,7263
10000,13,6,126695,7320
10000,13,7,127348,7355
10000,13,8,127106,7401
10000,13,9,127073,7282
10000,13,10,127032,7353
10000,13,11,126911,7271
10000,13,12,127013,7437
10000,13,13,127016,7298
10000,13,14,127033,7364
10000,14,0,127036,7268
10000,14,1,126992,7314
10000,14,2,127285,7314
10000,14,3,126921,7318
10000,14,4,127051,7266
10000,14,5,126957,7325
10000,14,6,126695,7256
10000,14,7,127348,7316
10000,14,8,127106,7265
10000,14,9,127073,7263
10000,14,10,127032,7266
10000,14,11,126911,7299
10000,14,12,127013,7316
10000,14,13,127016,7368
10000,14,14,127033,7287
10000,15,0,127036,7286
10000,15,1,126992,7299
10000,15,2,127285,7311
10000,15,3,126921,7305
10000,15,4,127051,7268
10000,15,5,126957,7306
10000,15,6,126695,7279
10000,15,7,127348,7295
10000,15,8,127106,7332
10000,15,9,127073,7317
10000,15,10,127032,7250
10000,15,11,126911,7249
10000,15,12,127013,7274
10000,15,13,127016,7417
10000,15,14,127033,7353
10000,16,0,127036,7380
10000,16,1,126992,7296
10000,16,2,127285,7326
10000,16,3,126921,7398
10000,16,4,127051,7354
10000,16,5,126957,7270
10000,16,6,126695,7304
10000,16,7,127348,7293
10000,16,8,127106,7419
10000,16,9,127073,7278
10000,16,10,127032,7304
10000,16,11,126911,7254
10000,16,12,127013,7309
10000,16,13,127016,7319
10000,16,14,127033,7322
10000,17,0,127036,7270
10000,17,1,126992,7269
10000,17,2,127285,7252
10000,17,3,126921,7354
10000,17,4,127051,7264
10000,17,5,126957,7282
10000,17,6,126695,7248
10000,17,7,127348,7255
10000,17,8,127106,7281
10000,17,9,127073,7451
10000,17,10,127032,7279
10000,17,11,126911,7360
10000,17,12,127013,7261
10000,17,13,127016,7340
10000,17,14,127033,7357
10000,18,0,127036,7389
10000,18,1,126992,7359
10000,18,2,127285,7366
10000,18,3,126921,7282
10000,18,4,127051,7461
10000,18,5,126957,7398
10000,18,6,126695,7340
10000,18,7,127348,7353
10000,18,8,127106,7346
10000,18,9,127073,7447
10000,18,10,127032,7357
10000,18,11,126911,7366
10000,18,12,127013,7325
10000,18,13,127016,7306
10000,18,14,127033,7373
10000,19,0,134280,6705
10000,19,1,134310,6677
10000,19,2,134540,6678
10000,19,3,133754,6620
10000,19,4,134116,6655
10000,19,5,133946,6699
10000,19,6,134160,6686
10000,19,7,134828,6628
10000,19,8,134314,6675
10000,19,9,134166,6625
10000,19,10,134670,6661
10000,19,11,134343,7012
10000,19,12,134431,6877
10000,19,13,134224,6692
10000,19,14,134179,6799
10000,20,0,143521,6004
10000,20,1,143523,5934
10000,20,2,143685,5961
10000,20,3,143168,5904
10000,20,4,143507,6063
10000,20,5,143149,5884
10000,20,6,143196,5983
10000,20,7,144086,5905
10000,20,8,143843,6014
10000,20,9,143594,5967
10000,20,10,143784,5899
10000,20,11,143626,5998
10000,20,12,143745,5881
10000,20,13,143277,5883
10000,20,14,143431,5993
10000,21,0,143521,5853
10000,21,1,143523,5832
10000,21,2,143685,5841
10000,21,3,143168,5898
10000,21,4,143507,5841
10000,21,5,143149,5853
10000,21,6,143196,5813
10000,21,7,144086,5855
10000,21,8,143843,5822
10000,21,9,143594,5862
10000,21,10,143784,5826
10000,21,11,143626,5833
10000,21,12,143745,5828
10000,21,13,143277,5811
10000,21,14,143431,5832
10000,22,0,143521,5822
10000,22,1,143523,5815
10000,22,2,143685,5837
10000,22,3,143168,5819
10000,22,4,143507,5838
10000,22,5,143149,5811
10000,22,6,143196,5825
10000,22,7,144086,5840
10000,22,8,143843,5826
10000,22,9,143594,5919
10000,22,10,143784,5918
10000,22,11,143626,5839
10000,22,12,143745,5841
10000,22,13,143277,5870
10000,22,14,143431,5851
10000,23,0,143521,5921
10000,23,1,143523,5861
10000,23,2,143685,5892
10000,23,3,143168,5874
10000,23,4,143507,5837
10000,23,5,143149,5882
10000,23,6,143196,5884
10000,23,7,144086,5926
10000,23,8,143843,5915
10000,23,9,143594,5839
10000,23,10,143784,5930
10000,23,11,143626,5832
10000,23,12,143745,5914
10000,23,13,143277,5910
10000,23,14,143431,5847
10000,24,0,143521,5897
10000,24,1,143523,5825
10000,24,2,143685,5878
10000,24,3,143168,5866
10000,24,4,143507,5867
10000,24,5,143149,5951
10000,24,6,143196,5838
10000,24,7,144086,5874
10000,24,8,143843,5901
10000,24,9,143594,5862
10000,24,10,143784,5975
10000,24,11,143626,5873
10000,24,12,143745,5911
10000,24,13,143277,5839
10000,24,14,143431,5841
10000,25,0,143521,5855
10000,25,1,143523,5880
10000,25,2,143685,5868
10000,25,3,143168,5875
10000,25,4,143507,5810
10000,25,5,143149,5858
10000,25,6,143196,5827
10000,25,7,144086,5889
10000,25,8,143843,5871
10000,25,9,143594,5834
10000,25,10,143784,5849
10000,25,11,143626,5829
10000,25,12,143745,5833
10000,25,13,143277,5845
10000,25,14,143431,5848
10000,26,0,143521,5885
10000,26,1,143523,5830
10000,26,2,143685,5887
10000,26,3,143168,5817
10000,26,4,143507,5860
10000,26,5,143149,5864
10000,26,6,143196,5939
10000,26,7,144086,5903
10000,26,8,143843,5840
10000,26,9,143594,5946
10000,26,10,143784,5836
10000,26,11,143626,5963
10000,26,12,143745,5950
10000,26,13,143277,5878
10000,26,14,143431,5891
10000,27,0,143521,5851
10000,27,1,143523,5856
10000,27,2,143685,5913
10000,27,3,143168,5873
10000,27,4,143507,5860
10000,27,5,143149,5854
10000,27,6,143196,5833
10000,27,7,144086,5830
10000,27,8,143843,5887
10000,27,9,143594,5971
10000,27,10,143784,5900
10000,27,11,143626,5829
10000,27,12,143745,5899
10000,27,13,143277,5828
10000,27,14,143431,5878
10000,28,0,143521,5891
10000,28,1,143523,5812
10000,28,2,143685,5945
10000,28,3,143168,5850
10000,28,4,143507,5856
10000,28,5,143149,5856
10000,28,6,143196,5886
10000,28,7,144086,5961
10000,28,8,143843,5877
10000,28,9,143594,5878
10000,28,10,143784,5900
10000,28,11,143626,5860
10000,28,12,143745,5990
10000,28,13,143277,5832
10000,28,14,143431,5867
10000,29,0,143521,5874
10000,29,1,143523,5828
10000,29,2,143685,5887
10000,29,3,143168,5878
10000,29,4,143507,5831
10000,29,5,143149,5962
10000,29,6,143196,5833
10000,29,7,144086,5926
10000,29,8,143843,5835
10000,29,9,143594,5845
10000,29,10,143784,5970
10000,29,11,143626,6038
10000,29,12,143745,6084
10000,29,13,143277,5980
10000,29,14,143431,5986
10000,30,0,143521,5989
10000,30,1,143523,5924
10000,30,2,143685,5913
10000,30,3,143168,5919
10000,30,4,143507,5927
10000,30,5,143149,5959
10000,30,6,143196,5985
10000,30,7,144086,5844
10000,30,8,143843,5836
