n,s,t,n_compares,time_taken_s
1000,7,3,8722,0.03385853534564376
1000,6,29,8716,0.03603478893637657
1000,6,27,8684,0.015278219245374203
1000,6,24,8706,0.03881346993148327
1000,6,22,8723,0.03306830069050193
1000,6,21,8699,0.037822708021849394
1000,6,16,8709,0.03653719322755933
1000,6,15,8681,0.04135200707241893
1000,6,14,8703,0.04307497991248965
1000,6,12,8675,0.03327522333711386
1000,6,11,8684,0.03722245339304209
1000,6,10,8694,0.04053242597728968
1000,6,9,8737,0.026007449254393578
1000,6,8,8685,0.046873982064425945
1000,6,7,8705,0.04403846012428403
1000,6,6,8718,0.031345689203590155
1000,6,5,8688,0.035975783597677946
1000,6,4,8735,0.04572316911071539
1000,6,3,8717,0.046363642904907465
1000,6,2,8733,0.04496006900444627
1000,6,1,8680,0.04043289413675666
1000,6,0,8715,0.042193370405584574
1000,5,29,8706,0.03969724616035819
1000,5,28,8708,0.030257586855441332
1000,5,27,8699,0.02712568873539567
1000,5,26,8698,0.039219087921082973
1000,5,25,8720,0.03143497183918953
1000,5,24,8699,0.03235087916254997
1000,5,23,8726,0.031830709893256426
1000,5,22,8715,0.031802184879779816
1000,5,21,8689,0.0281186462379992
1000,5,20,8703,0.028985568787902594
1000,5,19,8747,0.024816188029944897
1000,5,18,8723,0.024663471151143312
1000,5,17,8729,0.025486447848379612
1000,5,16,8710,0.03585690259933472
1000,5,15,8700,0.019657236989587545
1000,5,14,8708,0.018736068159341812
1000,5,13,8720,0.01856887387111783
1000,5,12,8721,0.019595527090132236
1000,5,11,8694,0.025721463840454817
1000,5,10,8706,0.019574997015297413
1000,5,9,8724,0.019618592225015163
1000,5,8,8701,0.023697115015238523
1000,5,7,8709,0.02399145718663931
1000,5,6,8701,0.02923951204866171
1000,5,5,8715,0.0230567529797554
1000,5,4,8706,0.033014347311109304
1000,5,3,8703,0.023578465916216373
1000,5,2,8714,0.018337124958634377
1000,5,1,8695,0.021077242214232683
1000,5,0,8708,0.030723953153938055
1000,4,29,8739,0.022911943029612303
1000,4,28,8717,0.030250122770667076
1000,4,27,8715,0.023638292215764523
1000,4,26,8712,0.022987188771367073
1000,4,25,8708,0.02066714596003294
1000,4,24,8713,0.027752947062253952
1000,4,23,8728,0.023813871666789055
1000,4,22,8687,0.029298787005245686
1000,4,21,8725,0.02523338794708252
1000,4,20,8712,0.023361725267022848
1000,4,19,8740,0.02865046914666891
1000,4,18,8714,0.01835983758792281
1000,4,17,8700,0.02718589687719941
1000,4,16,8679,0.02728510880842805
1000,4,15,8714,0.028472994919866323
1000,4,14,8701,0.0290398639626801
1000,4,13,8703,0.025530944112688303
1000,4,12,8716,0.029936423990875483
1000,4,11,8691,0.020563655998557806
1000,4,10,8713,0.022119705099612474
1000,4,9,8705,0.021460796240717173
1000,4,8,8693,0.019493437837809324
1000,4,0,8675,0.12369830626994371
1000,3,29,8720,0.12094498332589865
1000,3,28,8681,0.12395596690475941
1000,3,27,8716,0.09513727203011513
1000,3,26,8739,0.11032983381301165
1000,3,25,8712,0.09388899896293879
1000,3,24,8699,0.11159342620521784
1000,3,23,8699,0.10828011622652411
1000,3,21,8691,0.0338783641345799
1000,3,20,8695,0.0608190237544477
1000,3,19,8704,0.049163955729454756
1000,3,18,8710,0.0605389797128737
1000,3,17,8729,0.13904487807303667
1000,3,16,8698,0.11108361603692174
1000,3,15,8696,0.07602364988997579
1000,3,14,8695,0.1163642443716526
1000,3,13,8724,0.1453021401539445
1000,3,12,8695,0.05950850062072277
1000,3,11,8706,0.08669866481795907
1000,3,9,8693,0.11597520904615521
1000,3,8,8708,0.11842312896624207
1000,3,6,8697,0.15080131217837334
1000,2,21,8683,0.1533573418855667
1000,1,14,8705,0.06007816595956683
1000,1,13,8704,0.05804303660988808
1000,1,12,8731,0.05075017409399152
1000,1,11,8669,0.05115174409002066
1000,1,10,8698,0.03904908802360296
1000,1,9,8711,0.04502839082852006
1000,1,8,8752,0.04899325501173735
1000,1,7,8699,0.0429292181506753
1000,1,6,8698,0.04237401997670531
1000,1,5,8717,0.03883872926235199
1000,1,4,8693,0.0577135868370533
1000,1,3,8706,0.03965971292927861
1000,1,2,8714,0.03439780184999108
1000,1,1,8709,0.03416002029553056
1000,1,0,8682,0.02689280826598406
1000,3,22,8704,0.14053735369816422
1000,6,13,8692,0.04538261890411377
1000,6,18,8715,0.04455009289085865
1000,6,23,8700,0.042198299430310726
1000,7,2,8710,0.037787879817187786
1000,6,25,8709,0.04209135193377733
1000,6,26,8698,0.0414923788048327
1000,6,19,8703,0.04735649889335036
1000,3,10,8720,0.15595861990004778
1000,6,17,8748,0.04863261478021741
1000,7,5,8660,0.0347047271206975
1000,7,0,8700,0.04107745410874486
1000,6,20,8702,0.04782622121274471
1000,6,28,8708,0.0441354988142848
1000,7,14,8722,0.033155249897390604
1000,2,26,8697,0.17114044213667512
1000,7,18,8688,0.032477705739438534
1000,7,7,8703,0.03909337380900979
1000,7,1,8687,0.04684796184301376
1000,4,3,8685,0.14680650876834989
1000,2,2,8720,0.1943667740561068
1000,7,8,8706,0.04248634912073612
1000,3,3,8699,0.16996713494881988
1000,7,9,8702,0.04393937811255455
1000,4,4,8701,0.04494465794414282
1000,7,12,8696,0.03854414774104953
1000,7,13,8740,0.03930976381525397
1000,7,10,8702,0.043746243230998516
1000,7,16,8705,0.03824386605992913
1000,7,11,8696,0.042310016229748726
1000,7,6,8731,0.047534964978694916
1000,4,2,8738,0.15210200566798449
1000,7,4,8717,0.05034822504967451
1000,3,7,8691,0.17261999193578959
1000,7,19,8719,0.022333750035613775
1000,1,18,8724,0.20905510801821947
1000,7,28,8728,0.02197072608396411
1000,3,0,8685,0.18177686212584376
1000,3,1,8744,0.17660916410386562
1000,7,22,8693,0.027330316603183746
1000,7,23,8710,0.02636224776506424
1000,2,17,8727,0.19231189601123333
1000,7,17,8710,0.04583541816100478
1000,7,21,8714,0.02680241223424673
1000,8,7,8729,0.021501394920051098
1000,4,7,8721,0.03425096720457077
1000,7,15,8719,0.04697718285024166
1000,2,19,8706,0.19157783221453428
1000,7,29,8726,0.027108375914394855
1000,3,5,8686,0.1816554358229041
1000,1,20,8714,0.21732922410592437
1000,7,20,8705,0.03050743229687214
1000,8,9,8697,0.02284588385373354
1000,8,17,8722,0.020480755250900984
1000,8,14,8699,0.021948562934994698
1000,7,25,8689,0.03100254200398922
1000,2,16,8710,0.19617382111027837
1000,8,8,8719,0.023618764244019985
1000,1,24,8719,0.2187406630255282
1000,3,4,8708,0.18687527580186725
1000,2,7,8710,0.2045899131335318
1000,7,26,8740,0.034906528890132904
1000,8,16,8701,0.025216775946319103
1000,4,1,8717,0.168865947984159
1000,2,28,8716,0.18834264297038317
1000,8,4,8694,0.03305749036371708
1000,1,15,8704,0.22422130033373833
1000,3,2,8715,0.18729013204574585
1000,8,12,8698,0.02753859106451273
1000,8,3,8726,0.03366354713216424
1000,8,0,8710,0.03427970316261053
1000,8,11,8738,0.026719931978732347
1000,7,27,8720,0.0368327870965004
1000,8,18,8689,0.02684551617130637
1000,9,9,8684,0.014318005181849003
1000,8,2,8698,0.035092619713395834
1000,8,6,8703,0.03279430978000164
1000,4,5,8689,0.03932440187782049
1000,2,6,8709,0.21556974994018674
1000,8,23,8700,0.023196954745799303
1000,8,1,8709,0.0388299529440701
1000,1,26,8689,0.22703952761366963
1000,8,15,8753,0.0321045508608222
1000,8,22,8732,0.023450957611203194
1000,8,27,8700,0.02257433719933033
1000,1,19,8716,0.2289223619736731
1000,7,24,8728,0.04158284515142441
1000,8,13,8673,0.02766853291541338
1000,8,19,8706,0.024714089930057526
1000,2,5,8702,0.21920120669528842
1000,8,29,8722,0.02363320207223296
1000,2,0,8713,0.22402229299768806
1000,8,21,8720,0.025454185903072357
1000,8,5,8691,0.03612468298524618
1000,4,6,8696,0.05114968912675977
1000,8,10,8696,0.0373322363011539
1000,9,0,8717,0.024073435924947262
1000,2,3,8698,0.22279221564531326
1000,9,2,8709,0.02418350987136364
1000,8,26,8686,0.027198881842195988
1000,2,13,8717,0.2162873619236052
1000,9,12,8727,0.021185251884162426
1000,2,22,8687,0.20726696820929646
1000,2,18,8750,0.20880032377317548
1000,2,8,8714,0.22002741089090705
1000,2,27,8726,0.20133834285661578
1000,9,4,8713,0.02404124429449439
1000,8,25,8691,0.028617504984140396
1000,2,24,8713,0.20552235189825296
1000,9,22,8702,0.018416919745504856
1000,9,6,8702,0.02464218996465206
1000,8,28,8705,0.027073318138718605
1000,1,28,8708,0.2319284458644688
1000,9,11,8687,0.022913205437362194
1000,9,10,8735,0.02215597592294216
1000,1,17,8710,0.2348065096884966
1000,2,14,8682,0.21710148314014077
1000,1,25,8715,0.23403677670285106
1000,2,15,8707,0.21166152507066727
1000,9,21,8679,0.019378746394068003
1000,2,23,8678,0.20943715889006853
1000,2,20,8722,0.206887471023947
1000,9,19,8729,0.021221972070634365
1000,8,24,8726,0.02961355820298195
1000,2,25,8717,0.2094400250352919
1000,9,26,8711,0.017878845799714327
1000,9,1,8691,0.027659013867378235
1000,9,27,8713,0.018991664983332157
1000,9,5,8724,0.0289414431899786
1000,2,9,8697,0.22446650499477983
1000,9,3,8696,0.028896707110106945
1000,2,29,8735,0.20914929080754519
1000,10,8,8722,0.01289414195343852
1000,1,23,8718,0.23847088171169162
1000,9,20,8719,0.023529942147433758
1000,9,23,8702,0.02216618601232767
1000,9,13,8742,0.02519038412719965
1000,9,8,8728,0.02965349517762661
1000,9,24,8708,0.022793742828071117
1000,9,29,8715,0.02010681899264455
1000,2,10,8716,0.2262053992599249
1000,9,14,8710,0.027161559090018272
1000,8,20,8714,0.036226130090653896
1000,2,1,8728,0.23419709783047438
1000,9,15,8694,0.02786521427333355
1000,1,29,8731,0.23634926415979862
1000,1,22,8715,0.24244873085990548
1000,9,17,8711,0.0286811082623899
1000,2,4,8706,0.23460668325424194
1000,9,18,8695,0.02840047376230359
1000,9,7,8729,0.033732129726558924
1000,2,11,8696,0.22948102606460452
1000,9,28,8703,0.024570530746132135
1000,10,1,8715,0.023625226691365242
1000,1,21,8681,0.24483902985230088
1000,1,27,8717,0.2437751549296081
1000,10,3,8741,0.023839582689106464
1000,9,16,8741,0.03171768086031079
1000,10,2,8714,0.024913996923714876
1000,10,6,8708,0.024374090135097504
1000,10,9,8730,0.02075698086991906
1000,10,0,8721,0.028702409006655216
1000,2,12,8726,0.2317071259021759
1000,10,4,8721,0.02574446890503168
1000,10,5,8711,0.025540884118527174
1000,1,16,8700,0.2491316101513803
1000,9,25,8719,0.03183360584080219
1000,10,7,8712,0.0268423892557621
1000,10,15,8674,0.015322343911975622
1000,10,12,8715,0.01814217586070299
1000,10,13,8713,0.017998557072132826
1000,10,14,8704,0.017537863925099373
1000,10,17,8693,0.017675159964710474
1000,10,16,8716,0.018019807990640402
1000,10,10,8686,0.02259480720385909
1000,10,28,8707,0.01010533981025219
1000,10,18,8720,0.023579759057611227
1000,10,11,8719,0.025160165037959814
1000,10,20,8735,0.016496021766215563
1000,10,29,8691,0.012989386916160583
1000,11,1,8694,0.013149057049304247
1000,11,0,8708,0.015451896004378796
1000,10,25,8695,0.018727432005107403
1000,10,19,8707,0.02358125103637576
1000,10,26,8710,0.019992266781628132
1000,10,21,8684,0.024163079913705587
1000,10,24,8696,0.0237354408018291
1000,10,23,8685,0.02717336220666766
1000,10,22,8700,0.027652050834149122
1000,10,27,8719,0.024362847674638033
1000,11,2,8707,0.020811897236853838
1000,11,7,8695,0.011296181008219719
1000,11,5,8726,0.014353653881698847
1000,11,3,8711,0.02463488606736064
1000,11,6,8683,0.018754004035145044
1000,11,4,8701,0.02267001336440444
1000,11,8,8743,0.023134665098041296
1000,11,16,8706,0.023191044107079506
1000,11,15,8707,0.023506254889070988
1000,11,11,8721,0.02471885923296213
1000,11,9,8698,0.025550171732902527
1000,11,18,8718,0.023665104061365128
1000,11,23,8718,0.022303973324596882
1000,11,10,8711,0.02567996410652995
1000,11,17,8723,0.025714279618114233
1000,11,22,8713,0.024107221979647875
1000,11,12,8702,0.02698906371369958
1000,11,14,8742,0.02765975473448634
1000,11,27,8710,0.012934671249240637
1000,11,21,8709,0.026022057980298996
1000,11,26,8730,0.013725986238569021
1000,11,20,8702,0.027347980998456478
1000,11,13,8705,0.029770691879093647
1000,11,19,8692,0.028489415999501944
1000,11,24,8710,0.01908080792054534
1000,11,25,8725,0.023975356947630644
1000,12,6,8731,0.013459738809615374
1000,12,11,8710,0.016466745175421238
1000,12,2,8704,0.017808699049055576
1000,12,9,8710,0.017422660253942013
1000,12,3,8729,0.018747780937701464
1000,12,8,8709,0.018273902125656605
1000,12,0,8737,0.021332346834242344
1000,11,29,8731,0.022747884038835764
1000,11,28,8731,0.02283194661140442
1000,12,1,8714,0.02309495722874999
1000,12,5,8713,0.02343933517113328
1000,12,17,8736,0.021779485046863556
1000,12,7,8692,0.024394148960709572
1000,12,4,8718,0.024818611796945333
1000,12,24,8704,0.01513527100905776
1000,13,13,8699,0.013333114329725504
1000,12,12,8704,0.024758385960012674
1000,13,12,8718,0.013712130021303892
1000,12,13,8699,0.025171196553856134
1000,12,16,8711,0.023859572131186724
1000,12,15,8694,0.023874780628830194
1000,12,28,8732,0.0164618450216949
1000,12,20,8698,0.022489873692393303
1000,12,14,8675,0.026597184129059315
1000,13,14,8694,0.015873613767325878
1000,12,18,8721,0.024511165916919708
1000,13,28,8717,0.012842643074691296
1000,13,11,8683,0.017228723037987947
1000,13,23,8725,0.017026640940457582
1000,13,21,8717,0.017601716797798872
1000,12,21,8730,0.02713859500363469
1000,13,10,8704,0.02000505104660988
1000,13,4,8715,0.02190608996897936
1000,13,3,8713,0.022138590924441814
1000,12,10,8682,0.033115212339907885
1000,13,20,8691,0.019997156225144863
1000,13,2,8699,0.02366653736680746
1000,13,0,8713,0.024505685083568096
1000,13,15,8713,0.022749106865376234
1000,14,3,8700,0.016660301014780998
1000,14,2,8709,0.016935554798692465
1000,12,25,8692,0.026010956149548292
1000,14,14,8702,0.010040884837508202
1000,12,19,8743,0.03185558784753084
1000,13,1,8719,0.025902154855430126
1000,14,5,8722,0.01723632775247097
1000,12,23,8726,0.026794567238539457
1000,13,29,8728,0.019117108080536127
1000,13,9,8712,0.025654795113950968
1000,13,16,8692,0.025086272973567247
1000,12,22,8719,0.027760470751672983
1000,12,26,8704,0.02749556675553322
1000,12,27,8696,0.027795569971203804
1000,12,29,8709,0.02794192312285304
1000,13,26,8720,0.022533117793500423
1000,13,8,8721,0.0267305220477283
1000,13,18,8730,0.02567205810919404
1000,13,5,8730,0.027525715995579958
1000,13,7,8684,0.027179073076695204
1000,13,22,8711,0.024842478800565004
1000,13,24,8732,0.023557524662464857
1000,14,0,8682,0.021552514750510454
1000,14,7,8713,0.014647424221038818
1000,14,8,8681,0.014673394616693258
1000,14,9,8712,0.014540656935423613
1000,13,6,8713,0.029162121936678886
1000,13,25,8702,0.02517317095771432
1000,13,17,8717,0.028690144885331392
1000,13,19,8718,0.02656059293076396
1000,14,4,8723,0.023166806902736425
1000,14,18,8702,0.01511744735762477
1000,14,12,8738,0.01579885883256793
1000,14,13,8734,0.015766535885632038
1000,13,27,8687,0.026307611726224422
1000,14,21,8674,0.004802690353244543
1000,14,16,8714,0.015900084748864174
1000,14,10,8687,0.016903954092413187
1000,14,1,8726,0.024905921891331673
1000,14,11,8702,0.017135673202574253
1000,14,17,8681,0.018250647000968456
1000,14,15,8682,0.019277580082416534
1000,14,19,8708,0.01445796713232994
1000,14,6,8679,0.022851866204291582
1000,14,20,8715,0.017403834033757448
1000,14,22,8690,0.011868863366544247
1000,15,0,8721,0.011670507024973631
1000,15,12,8701,0.01089857006445527
1000,15,4,8714,0.013412618078291416
1000,15,3,8717,0.014631212688982487
1000,14,29,8694,0.015111224725842476
1000,14,27,8709,0.015262227971106768
1000,15,2,8717,0.015238882042467594
1000,15,1,8684,0.015246937982738018
1000,14,28,8703,0.016352984122931957
1000,15,16,8720,0.013437838293612003
1000,15,15,8721,0.014564985409379005
1000,15,6,8704,0.015474278945475817
1000,15,10,8708,0.015369135420769453
1000,14,26,8731,0.018838979303836823
1000,15,7,8706,0.016308557707816362
1000,14,23,8684,0.01965033309534192
1000,15,14,8691,0.01581053202971816
1000,15,9,8720,0.01671344367787242
1000,14,24,8711,0.020277639850974083
1000,15,18,8681,0.01577066397294402
1000,15,22,8700,0.014822314027696848
1000,14,25,8728,0.022641117218881845
1000,15,11,8738,0.02059901412576437
1000,15,5,8707,0.021557594183832407
1000,15,23,8700,0.01793096587061882
1000,15,25,8696,0.017402671743184328
1000,15,20,8715,0.01970087131485343
1000,15,27,8737,0.018621817231178284
1000,15,21,8694,0.020847135223448277
1000,15,8,8688,0.024253175128251314
1000,15,24,8718,0.02026166906580329
1000,15,17,8721,0.022652829997241497
1000,15,26,8714,0.020478560123592615
1000,16,14,8732,0.011285209562629461
1000,15,28,8706,0.020022745709866285
1000,15,13,8719,0.02550646709278226
1000,16,17,8698,0.011473034042865038
1000,16,5,8691,0.013275471981614828
1000,16,16,8719,0.013161510694772005
1000,16,9,8668,0.0139174978248775
1000,16,7,8700,0.014620041009038687
1000,15,19,8705,0.02563856402412057
1000,16,18,8710,0.014483076054602861
1000,16,23,8703,0.013525175862014294
1000,16,11,8699,0.01632162369787693
1000,16,0,8696,0.0186942582949996
1000,16,21,8710,0.016081837937235832
1000,16,19,8725,0.017549956683069468
1000,16,15,8697,0.01790354261174798
1000,16,12,8714,0.01923056924715638
1000,16,6,8671,0.02031393116340041
1000,17,20,8715,0.007101911120116711
1000,17,7,8715,0.015954812057316303
1000,17,10,8699,0.017354408279061317
1000,16,27,8685,0.021204047836363316
1000,17,26,8728,0.010615900624543428
1000,16,25,8714,0.02197368163615465
1000,17,25,8709,0.010808174032717943
1000,15,29,8713,0.02614583820104599
1000,16,8,8726,0.02491514990106225
1000,16,13,8687,0.024023919831961393
1000,16,2,8712,0.026187988929450512
1000,16,1,8718,0.026844273786991835
1000,17,1,8719,0.021589897107332945
1000,17,3,8708,0.021819853223860264
1000,17,27,8678,0.011807383969426155
1000,17,9,8752,0.01998846000060439
1000,17,12,8695,0.019550278782844543
1000,16,3,8708,0.028022129088640213
1000,17,24,8721,0.014063952025026083
1000,17,6,8690,0.022876242641359568
1000,17,0,8679,0.024369460996240377
1000,16,20,8707,0.025666709057986736
1000,16,24,8688,0.025943594984710217
1000,16,29,8692,0.02478985721245408
1000,16,28,8668,0.02515154890716076
1000,17,18,8720,0.015851170290261507
1000,16,4,8720,0.02958607394248247
1000,16,10,8665,0.029104159213602543
1000,17,8,8696,0.023206513840705156
1000,18,10,8710,0.012862951960414648
1000,17,13,8705,0.02293608896434307
1000,17,17,8706,0.01716081192716956
1000,17,19,8725,0.016694376710802317
1000,16,22,8709,0.028373992070555687
1000,16,26,8711,0.027844013180583715
1000,17,5,8701,0.026246854104101658
1000,17,2,8723,0.026707688812166452
1000,17,4,8681,0.026774407364428043
1000,17,15,8706,0.023628161754459143
1000,17,11,8738,0.024875663220882416
1000,17,16,8715,0.01876530610024929
1000,19,10,8697,0.0075768642127513885
1000,18,16,8698,0.014319327659904957
1000,18,12,8696,0.014937086030840874
1000,17,23,8718,0.019371793139725924
1000,18,3,8724,0.017393704038113356
1000,26,0,8700,0.008206756319850683
1000,18,20,8731,0.013145188800990582
1000,18,11,8689,0.017025189008563757
1000,18,18,8736,0.015777627006173134
1000,17,28,8708,0.01979658706113696
1000,18,23,8715,0.014535566791892052
1000,18,2,8740,0.020603583194315434
1000,19,3,8694,0.013574231881648302
1000,19,4,8716,0.013878271915018559
1000,17,22,8707,0.02344066882506013
1000,18,8,8716,0.020757792051881552
1000,17,14,8698,0.030878311954438686
1000,18,1,8709,0.023642891086637974
1000,18,5,8692,0.023197817150503397
1000,17,21,8696,0.025392967276275158
1000,18,4,8686,0.0236253272742033
1000,18,9,8690,0.022366493940353394
1000,20,4,8729,0.005911401938647032
1000,19,19,8700,0.009184062946587801
1000,17,29,8720,0.025200793985277414
1000,18,28,8716,0.018821745179593563
1000,19,15,8677,0.01159064332023263
1000,19,6,8720,0.017271667253226042
1000,18,22,8723,0.0207045990973711
1000,18,14,8746,0.02338324673473835
1000,19,21,8731,0.010946212336421013
1000,18,25,8682,0.02099498175084591
1000,18,19,8698,0.021560159046202898
1000,18,29,8715,0.020797468721866608
1000,19,13,8692,0.014307625126093626
1000,18,13,8718,0.024447341915220022
1000,18,7,8714,0.025954267010092735
1000,19,18,8719,0.012582527007907629
1000,19,2,8696,0.021282659843564034
1000,19,17,8697,0.012981331907212734
1000,18,15,8715,0.024912314023822546
1000,19,22,8683,0.012429260183125734
1000,18,21,8732,0.023362907115370035
1000,18,6,8707,0.028465508949011564
1000,18,26,8736,0.023370913229882717
1000,19,0,8711,0.023325886111706495
1000,19,5,8686,0.021670743823051453
1000,19,23,8722,0.013579742051661015
1000,20,6,8740,0.01136055588722229
1000,19,20,8727,0.0155258197337389
1000,18,24,8671,0.025320696644484997
1000,19,24,8714,0.014392821118235588
1000,20,18,8680,0.005445065908133984
1000,18,0,8706,0.03215922834351659
1000,20,8,8721,0.012903942260891199
1000,19,11,8706,0.021634153090417385
1000,19,16,8699,0.018647246062755585
1000,19,1,8698,0.026640709023922682
1000,19,8,8741,0.02460608957335353
1000,19,14,8720,0.019712293054908514
1000,19,7,8702,0.025194231886416674
1000,19,12,8699,0.021882032975554466
1000,18,27,8725,0.029499185271561146
1000,19,9,8718,0.02806967217475176
1000,20,22,8706,0.010937104001641273
1000,20,14,8729,0.01739371381700039
1000,20,23,8682,0.010986390057951212
1000,20,15,8706,0.017616405617445707
1000,20,21,8694,0.012080062180757523
1000,20,5,8703,0.020599184092134237
1000,20,20,8722,0.013421584852039814
1000,20,27,8680,0.011773015838116407
1000,19,29,8715,0.022902444005012512
1000,19,25,8738,0.02366605494171381
1000,20,7,8728,0.0207891333848238
1000,20,16,8683,0.014988566748797894
1000,20,17,8757,0.015606936067342758
1000,20,25,8687,0.013592897914350033
1000,20,0,8681,0.023783333133906126
1000,20,19,8707,0.015331982634961605
1000,20,12,8709,0.021345973946154118
1000,21,3,8693,0.012188362888991833
1000,27,29,8701,0.011559993028640747
1000,21,26,8693,0.008159583900123835
1000,20,1,8719,0.02411435591056943
1000,28,16,8696,0.010227818042039871
1000,21,16,8696,0.011390984989702702
1000,20,28,8705,0.014115242287516594
1000,19,27,8695,0.02645678212866187
1000,19,26,8715,0.02670235838741064
1000,21,5,8734,0.014095364138484001
1000,20,3,8706,0.025728928856551647
1000,20,10,8708,0.02367311017587781
1000,21,4,8723,0.014438428916037083
1000,21,2,8704,0.014930404257029295
1000,21,1,8684,0.015809789765626192
1000,19,28,8708,0.027963866014033556
1000,22,1,8703,0.010762444697320461
1000,22,3,8695,0.011159144807606936
1000,21,11,8714,0.015322123654186726
1000,21,25,8686,0.013068431057035923
1000,20,24,8705,0.01847859937697649
1000,22,2,8712,0.012032390106469393
1000,20,9,8689,0.0270528681576252
1000,22,5,8714,0.012558350339531898
1000,22,6,8707,0.012583308853209019
1000,21,29,8717,0.013694214168936014
1000,21,6,8696,0.018817316740751266
1000,21,12,8715,0.01828953204676509
1000,22,4,8744,0.014669006690382957
1000,21,18,8742,0.01756951492279768
1000,21,15,8710,0.018395096994936466
1000,21,17,8688,0.018017495051026344
1000,22,8,8712,0.01466691168025136
1000,21,10,8702,0.019835632294416428
1000,21,24,8670,0.017832304816693068
1000,21,20,8700,0.018130123149603605
1000,20,13,8735,0.0302696512080729
1000,20,11,8716,0.030963628087192774
1000,21,0,8694,0.022302709985524416
1000,21,22,8705,0.019245185889303684
1000,21,13,8696,0.02119005098938942
1000,21,19,8726,0.021128350868821144
1000,21,28,8717,0.019859188236296177
1000,21,21,8696,0.02126428484916687
1000,22,7,8718,0.018656794913113117
1000,21,7,8685,0.024119466077536345
1000,21,23,8718,0.021419336088001728
1000,22,0,8717,0.01996100600808859
1000,22,10,8711,0.018465592991560698
1000,21,14,8729,0.023209969978779554
1000,21,27,8724,0.021443933714181185
1000,21,9,8707,0.02413544710725546
1000,21,8,8718,0.02472931006923318
1000,20,29,8695,0.029921315144747496
1000,22,9,8710,0.024256631731987
1000,22,14,8701,0.010122562758624554
1000,22,20,8694,0.010235943831503391
1000,22,16,8708,0.010820819064974785
1000,22,18,8715,0.011594108771532774
1000,22,27,8710,0.01106747705489397
1000,22,17,8709,0.011898170225322247
1000,22,24,8695,0.01155978161841631
1000,22,13,8726,0.012485760264098644
1000,23,3,8676,0.011109119281172752
1000,22,12,8736,0.012838534079492092
1000,22,23,8696,0.011946984101086855
1000,22,11,8687,0.013192601036280394
1000,22,22,8697,0.013431786093860865
1000,23,1,8706,0.012843444012105465
1000,22,29,8733,0.014481131918728352
1000,22,26,8703,0.015510951168835163
1000,23,0,8752,0.015509476885199547
1000,23,2,8716,0.015571717638522387
1000,22,25,8708,0.01706315204501152
1000,22,28,8700,0.017603722400963306
1000,30,20,8690,0.010468584951013327
1000,23,4,8696,0.017861572094261646
1000,22,21,8704,0.021424806211143732
1000,22,19,8706,0.02351744705811143
1000,23,5,8724,0.003265335690230131
1000,23,9,8739,0.0036821849644184113
1000,23,10,8711,0.0036934171803295612
1000,23,8,8702,0.004455497022718191
1000,23,16,8715,0.0038178693503141403
1000,23,11,8693,0.010610080324113369
1000,23,18,8712,0.010470317676663399
1000,23,22,8707,0.010298705194145441
1000,23,7,8719,0.011951071675866842
1000,23,13,8720,0.011166740208864212
1000,23,24,8730,0.0105614447966218
1000,23,12,8713,0.012004726100713015
1000,23,19,8716,0.011111211962997913
1000,23,27,8703,0.010698992293328047
1000,23,20,8711,0.011369884945452213
1000,23,21,8707,0.011566516011953354
1000,23,25,8685,0.011325097177177668
1000,23,26,8718,0.011350996792316437
1000,23,14,8710,0.012669887393712997
1000,23,15,8701,0.012729792855679989
1000,23,17,8710,0.012998513877391815
1000,23,28,8688,0.012219402939081192
1000,23,23,8700,0.012977493926882744
1000,23,6,8691,0.01645184587687254
1000,23,29,8720,0.0055211251601576805
1000,24,15,8702,0.004104394931346178
1000,24,12,8694,0.0046223909594118595
1000,24,17,8676,0.004264235030859709
1000,24,13,8723,0.00458092987537384
1000,24,20,8709,0.005744497757405043
1000,24,6,8704,0.006951008923351765
1000,24,3,8705,0.01047641085460782
1000,24,1,8728,0.010837521869689226
1000,24,16,8736,0.010192790068686008
1000,24,7,8726,0.011389040853828192
1000,24,4,8733,0.011607905849814415
1000,24,5,8688,0.012128856964409351
1000,24,22,8723,0.011507341172546148
1000,24,21,8714,0.01185380294919014
1000,24,19,8717,0.012103036977350712
1000,24,18,8712,0.01273737708106637
1000,24,10,8715,0.014647604897618294
1000,24,2,8687,0.018034797627478838
1000,24,0,8694,0.018657024949789047
1000,24,11,8720,0.017820140812546015
1000,24,8,8736,0.01836370676755905
1000,24,9,8711,0.019187234807759523
1000,32,16,8697,0.008754818700253963
1000,24,26,8713,0.004956729244440794
1000,25,4,8702,0.003876111935824156
1000,25,2,8698,0.004216431640088558
1000,25,12,8704,0.004135815892368555
1000,25,14,8692,0.004128231201320887
1000,25,1,8691,0.0056273797526955605
1000,25,6,8737,0.004985413979738951
1000,24,28,8697,0.006698970217257738
1000,25,3,8694,0.006742172874510288
1000,25,9,8691,0.00665499409660697
1000,25,8,8677,0.0069393557496368885
1000,25,5,8692,0.0078393230214715
1000,24,24,8734,0.011096383910626173
1000,24,27,8738,0.010925281792879105
1000,24,25,8692,0.011731516104191542
1000,25,0,8726,0.011140077840536833
1000,25,10,8727,0.010960399638861418
1000,25,13,8727,0.012120089959353209
1000,25,11,8738,0.013143346179276705
1000,25,7,8692,0.015052099712193012
1000,24,23,8714,0.018012965098023415
1000,24,29,8723,0.018398003187030554
