n,s,t,n_compares,time_taken_s
1000,81,12,8676,0.0023248721845448017
1000,81,15,8711,0.0020074150525033474
1000,81,10,8666,0.003309051040560007
1000,81,3,8717,0.004197525791823864
1000,81,9,8682,0.0034499350003898144
1000,88,4,8713,0.005728717427700758
1000,81,16,8691,0.003321666270494461
1000,80,29,8713,0.005413695238530636
1000,82,9,8706,0.001094162929803133
1000,81,29,8690,0.0019702832214534283
1000,88,26,8698,0.0016416260041296482
1000,81,13,8704,0.004567604046314955
1000,81,28,8734,0.002238864079117775
1000,82,1,8709,0.0016985367983579636
1000,81,17,8730,0.0035040597431361675
1000,81,11,8681,0.005349982064217329
1000,73,22,8714,0.003330713137984276
1000,81,24,8709,0.00313419196754694
1000,73,25,8685,0.0035724216140806675
1000,88,25,8707,0.0025409110821783543
1000,81,14,8679,0.005415258929133415
1000,89,5,8745,0.0022144666872918606
1000,81,8,8712,0.006678531412035227
1000,82,8,8723,0.002750799059867859
1000,89,20,8701,0.004193076863884926
1000,74,11,8732,0.002018776722252369
1000,82,3,8684,0.0038307332433760166
1000,81,20,8710,0.0049965959042310715
1000,81,25,8736,0.0047673918306827545
1000,82,0,8723,0.004612269811332226
1000,74,17,8724,0.002430886961519718
1000,89,10,8721,0.0051180818118155
1000,81,23,8728,0.005261471029371023
1000,81,22,8680,0.005558416247367859
1000,81,19,8728,0.00575218303129077
1000,82,17,8666,0.0014928868040442467
1000,82,14,8715,0.0021645710803568363
1000,82,5,8710,0.005101970862597227
1000,82,16,8724,0.002086879685521126
1000,82,21,8682,0.0018228371627628803
1000,82,6,8716,0.005620036274194717
1000,82,25,8701,0.0020246081985533237
1000,82,23,8709,0.0023494288325309753
1000,82,26,8705,0.0019312580116093159
1000,89,19,8718,0.005825675092637539
1000,82,4,8691,0.006214720197021961
1000,89,27,8709,0.005234218202531338
1000,83,4,8716,0.001976375002413988
1000,82,13,8694,0.0039954837411642075
1000,82,12,8699,0.004409687127918005
1000,82,7,8695,0.0066821579821407795
1000,82,11,8740,0.004963601939380169
1000,67,4,8694,0.006856545805931091
1000,82,20,8720,0.004545992240309715
1000,75,5,8689,0.0024115298874676228
1000,83,2,8706,0.004380520898848772
1000,82,27,8699,0.00471530994400382
1000,89,25,8717,0.006689091213047504
1000,90,20,8725,0.0017317109741270542
1000,83,9,8715,0.001032504253089428
1000,90,18,8670,0.002187575213611126
1000,83,1,8745,0.005508630070835352
1000,82,29,8694,0.005823039915412664
1000,90,28,8744,0.0014875060878694057
1000,83,18,8697,0.0011026491411030293
1000,90,27,8701,0.0018025781027972698
1000,83,16,8722,0.0015975912101566792
1000,83,6,8722,0.0021845297887921333
1000,83,14,8717,0.0019861236214637756
1000,83,12,8696,0.0022605257108807564
1000,83,17,8716,0.001987387426197529
1000,83,28,8694,0.0012014219537377357
1000,83,25,8714,0.0014499137178063393
1000,83,5,8708,0.003077282104641199
1000,90,22,8670,0.004409276880323887
1000,83,23,8733,0.0017552860081195831
1000,83,7,8711,0.0031314771622419357
1000,83,13,8709,0.0029494939371943474
1000,83,8,8722,0.004153731279075146
1000,91,22,8696,0.0015932321548461914
1000,83,24,8672,0.0029182429425418377
1000,91,12,8683,0.0024743308313190937
1000,83,15,8699,0.0042103007435798645
1000,83,19,8706,0.004370080307126045
1000,83,22,8728,0.003823460079729557
1000,83,27,8736,0.005433103069663048
1000,83,26,8671,0.005769907031208277
1000,83,29,8716,0.001233604270964861
1000,84,5,8675,0.0014498732052743435
1000,84,10,8705,0.001359337940812111
1000,91,29,8675,0.0007272209040820599
1000,84,21,8737,0.0015982822515070438
1000,84,8,8658,0.0028044930659234524
1000,92,2,8708,0.0009119091555476189
1000,84,14,8677,0.002726159989833832
1000,76,27,8682,0.0016592000611126423
1000,84,20,8709,0.003277870826423168
1000,92,13,8706,0.001494190189987421
1000,84,3,8735,0.004797899629920721
1000,84,2,8715,0.005116659216582775
1000,84,6,8701,0.005178940016776323
1000,84,13,8722,0.0046531399711966515
1000,84,16,8719,0.0045486572198569775
1000,84,18,8714,0.004497738089412451
1000,77,7,8718,0.004497107118368149
1000,92,14,8690,0.00199192576110363
1000,85,12,8713,0.0013840049505233765
1000,84,7,8706,0.005828190129250288
1000,68,8,8701,0.00835422333329916
1000,84,12,8714,0.005631227977573872
1000,92,3,8707,0.0035785851068794727
1000,85,7,8679,0.002650483977049589
1000,78,1,8676,0.002171705011278391
1000,85,15,8697,0.0014261780306696892
1000,84,22,8718,0.005463331937789917
1000,84,27,8721,0.004349319729954004
1000,85,25,8711,0.0014756228774785995
1000,85,5,8715,0.0038199028931558132
1000,78,6,8722,0.0025127362459897995
1000,84,11,8697,0.0072260526940226555
1000,92,20,8717,0.004397904966026545
1000,78,8,8740,0.00407694187015295
1000,85,27,8698,0.002147005870938301
1000,93,15,8706,0.0012776600196957588
1000,92,22,8690,0.004980104975402355
1000,85,9,8729,0.004168149083852768
1000,84,28,8730,0.005699940957129002
1000,85,16,8714,0.003012245986610651
1000,85,28,8683,0.002712834160774946
1000,78,22,8700,0.0014888192526996136
1000,92,24,8685,0.0037156199105083942
1000,85,1,8711,0.005568826571106911
1000,78,15,8721,0.002346743829548359
1000,78,7,8692,0.005665875039994717
1000,85,2,8735,0.0058113872073590755
1000,85,18,8698,0.0042436253279447556
1000,92,16,8693,0.006315987091511488
1000,85,26,8718,0.0035393289290368557
1000,85,19,8717,0.0042696064338088036
1000,85,22,8715,0.00446681771427393
1000,93,9,8716,0.0031930366531014442
1000,86,17,8733,0.0021881056018173695
1000,85,21,8673,0.004537534900009632
1000,86,26,8710,0.0015180963091552258
1000,85,4,8731,0.006893787998706102
1000,93,19,8695,0.0023386478424072266
1000,86,22,8749,0.0023865611292421818
1000,86,1,8710,0.004035461228340864
1000,93,26,8711,0.0017911959439516068
1000,86,8,8706,0.003915858920663595
1000,94,2,8713,0.0015495368279516697
1000,84,29,8705,0.00803818879649043
1000,93,23,8682,0.0024863351136446
1000,78,13,8716,0.00420905789360404
1000,86,18,8709,0.003053446300327778
1000,79,6,8685,0.0014624577015638351
1000,86,9,8713,0.003621729090809822
1000,79,16,8698,0.001256908755749464
1000,79,18,8706,0.0022148280404508114
1000,92,4,8708,0.010529885068535805
1000,86,2,8704,0.005585808772593737
1000,86,28,8709,0.0023771030828356743
1000,86,21,8714,0.0035308022052049637
1000,86,20,8717,0.003525992389768362
1000,85,29,8706,0.006181035190820694
1000,78,27,8728,0.00558803416788578
1000,86,16,8671,0.004512456711381674
1000,86,19,8690,0.004189140163362026
1000,87,5,8727,0.0008001127280294895
1000,78,12,8687,0.007256742101162672
1000,86,23,8687,0.003920558840036392
1000,94,4,8713,0.004058486316353083
1000,87,10,8698,0.001020439900457859
1000,87,0,8714,0.0037070540711283684
1000,86,15,8719,0.004537364933639765
1000,86,24,8741,0.004266269039362669
1000,94,19,8686,0.0021994481794536114
1000,87,7,8730,0.0014604940079152584
1000,86,27,8717,0.004044798668473959
1000,94,24,8722,0.0018261633813381195
1000,87,12,8697,0.0014983280561864376
1000,85,13,8703,0.009030735120177269
1000,86,5,8708,0.006821947637945414
1000,87,1,8714,0.004132409114390612
1000,87,18,8716,0.001370529644191265
1000,86,29,8720,0.004948072135448456
1000,87,23,8684,0.0013421452604234219
1000,95,4,8710,0.0021495409309864044
1000,87,11,8688,0.002816466148942709
1000,87,20,8727,0.002340602222830057
1000,79,20,8703,0.004273553378880024
1000,80,10,8687,0.0010782419703900814
1000,87,28,8702,0.0024139550514519215
1000,87,8,8739,0.0038335290737450123
1000,94,26,8766,0.004772501066327095
1000,86,13,8670,0.007991127204149961
1000,94,21,8707,0.005302599631249905
1000,95,6,8710,0.0031221890822052956
1000,95,23,8678,0.001466856338083744
1000,87,22,8730,0.003567613661289215
1000,80,13,8698,0.002623420674353838
1000,87,15,8696,0.0044693429954349995
1000,94,29,8700,0.004769555293023586
1000,88,9,8709,0.0009737201035022736
1000,88,6,8697,0.001261548139154911
1000,88,11,8673,0.0013729538768529892
1000,88,0,8691,0.0018254322931170464
1000,87,17,8703,0.005096490029245615
1000,87,13,8716,0.005387254059314728
1000,88,18,8710,0.0008298000320792198
1000,95,26,8709,0.0023837960325181484
1000,95,22,8695,0.002682244870811701
1000,88,21,8700,0.0010134167969226837
1000,87,27,8713,0.005563696846365929
1000,88,22,8700,0.001501013059169054
1000,88,14,8711,0.002751859836280346
1000,80,5,8690,0.004818991292268038
1000,88,2,8706,0.004147488158196211
1000,81,1,8706,0.0012237951159477234
1000,88,5,8711,0.004250026773661375
1000,81,4,8718,0.001601146999746561
1000,81,0,8699,0.002565287984907627
1000,88,8,8701,0.004485995974391699
1000,88,1,8717,0.005298160947859287
1000,88,17,8676,0.004147227853536606
1000,88,19,8677,0.0038780360482633114
1000,88,29,8679,0.000890808179974556
1000,89,0,8737,0.0011875852942466736
1000,96,15,8717,0.001791094895452261
1000,88,13,8703,0.005150043871253729
1000,89,9,8738,0.0009032017551362514
1000,81,26,8736,0.0022121830843389034
1000,96,16,8752,0.0020194691605865955
1000,89,12,8682,0.0010481742210686207
1000,88,20,8725,0.005500494036823511
1000,81,21,8707,0.00327377300709486
1000,80,24,8662,0.007236743811517954
1000,96,20,8695,0.001996985636651516
1000,96,10,8694,0.0029976870864629745
1000,96,25,8724,0.0008833943866193295
1000,89,21,8709,0.0019509256817400455
1000,88,24,8745,0.004239236004650593
1000,89,8,8707,0.002589023672044277
1000,88,27,8680,0.004034047946333885
1000,89,11,8723,0.0031614741310477257
1000,89,2,8736,0.003949373960494995
1000,89,28,8718,0.0020301388576626778
1000,89,26,8705,0.0022346661426126957
1000,90,5,8728,0.0011790581047534943
1000,90,6,8726,0.0011921641416847706
1000,88,16,8718,0.007862919010221958
1000,90,10,8691,0.0011990368366241455
1000,90,9,8719,0.001353386789560318
1000,90,3,8732,0.0015809577889740467
1000,88,7,8716,0.00850495370104909
1000,90,0,8694,0.001910508144646883
1000,89,1,8692,0.004380169790238142
1000,97,6,8697,0.0025914590805768967
1000,89,16,8676,0.00329530518501997
1000,89,29,8641,0.0024926471523940563
1000,89,3,8723,0.004623162094503641
1000,89,22,8705,0.003280546050518751
1000,88,28,8729,0.005156496074050665
1000,97,2,8682,0.003399637993425131
1000,89,18,8730,0.0037860372103750706
1000,90,8,8722,0.0020146998576819897
1000,89,6,8699,0.0048029799945652485
1000,89,15,8708,0.004138782154768705
1000,74,12,8721,0.001107760239392519
1000,80,28,8702,0.008094717748463154
1000,89,4,8701,0.006270578131079674
1000,89,17,8721,0.005421931855380535
1000,89,24,8704,0.005107150878757238
1000,90,1,8693,0.004774806089699268
1000,82,19,8736,0.002719357144087553
1000,82,22,8682,0.00223515834659338
1000,90,2,8699,0.004978712182492018
1000,98,8,8707,0.001486815046519041
1000,90,23,8726,0.0010300190187990665
1000,90,24,8706,0.0011827852576971054
1000,98,13,8688,0.0005768286064267159
1000,90,19,8700,0.0020324550569057465
1000,82,18,8695,0.005671586375683546
1000,83,10,8730,0.001100354827940464
1000,82,24,8740,0.005700271110981703
1000,90,11,8735,0.002700620796531439
1000,83,0,8702,0.0057361917570233345
1000,83,21,8703,0.0011494196951389313
1000,91,1,8709,0.0013892757706344128
1000,91,2,8730,0.001853106077760458
1000,90,12,8681,0.003679250366985798
1000,90,13,8711,0.0034008901566267014
1000,90,7,8734,0.006856085266917944
1000,90,21,8677,0.003144162241369486
1000,91,11,8691,0.0012942119501531124
1000,90,14,8725,0.00419738469645381
1000,90,17,8726,0.0039274622686207294
1000,91,0,8717,0.0031492221169173717
1000,91,19,8714,0.0012484630569815636
1000,91,4,8731,0.003272940870374441
1000,91,16,8725,0.0015868088230490685
1000,91,3,8706,0.0032885619439184666
1000,83,11,8680,0.0028083003126084805
1000,91,13,8701,0.001964522060006857
1000,91,14,8732,0.0018355022184550762
1000,91,20,8712,0.001689298078417778
1000,83,3,8697,0.00802903063595295
1000,91,8,8713,0.002310583833605051
1000,91,10,8714,0.0021646004170179367
1000,83,20,8706,0.0038726148195564747
1000,91,9,8704,0.002930095884948969
1000,91,7,8680,0.0034882789477705956
1000,91,18,8714,0.0027770791202783585
1000,76,21,8722,0.0019668061286211014
1000,90,26,8701,0.005271479021757841
1000,91,5,8711,0.0036710239946842194
1000,90,15,8701,0.006455698050558567
1000,84,9,8709,0.0029872767627239227
1000,99,21,8715,0.001006592996418476
1000,91,15,8702,0.003533517010509968
1000,91,27,8672,0.0031616450287401676
1000,91,6,8752,0.0047094691544771194
1000,90,29,8736,0.005903686862438917
1000,92,18,8707,0.0005908869206905365
1000,91,21,8710,0.004122420214116573
1000,99,24,8700,0.0012603960931301117
1000,91,23,8700,0.004348137881606817
1000,92,5,8686,0.002135775052011013
1000,91,25,8703,0.0040197111666202545
1000,84,4,8714,0.004921460058540106
1000,91,24,8671,0.004934054333716631
1000,92,21,8719,0.0015438059344887733
1000,92,10,8690,0.0021663340739905834
1000,84,24,8718,0.002673447597771883
1000,92,0,8695,0.0034543327055871487
1000,85,3,8720,0.0023164451122283936
1000,91,26,8710,0.005340473726391792
1000,92,17,8728,0.002593322191387415
1000,100,11,8683,0.000658347737044096
1000,91,28,8688,0.0057916902005672455
1000,92,1,8686,0.00433740671724081
1000,92,9,8695,0.004210891667753458
1000,92,26,8720,0.001023035030812025
1000,100,12,8720,0.0010462012141942978
1000,92,11,8728,0.0040341089479625225
1000,93,2,8719,0.0012909751385450363
1000,92,27,8709,0.0018227770924568176
1000,78,11,8687,0.0011722235940396786
1000,99,9,8676,0.004753665067255497
1000,84,23,8688,0.0057651870884001255
1000,100,15,8726,0.0017586532048881054
1000,78,10,8743,0.004565459676086903
1000,100,10,8708,0.0016354238614439964
1000,92,28,8703,0.003243683837354183
1000,92,29,8702,0.0031878561712801456
1000,100,20,8691,0.0013712411746382713
1000,99,18,8708,0.004737323150038719
1000,99,20,8712,0.004646325949579477
1000,93,21,8707,0.0007913252338767052
1000,86,0,8682,0.0034040953032672405
1000,93,6,8707,0.003458902705460787
1000,93,13,8688,0.002898495178669691
1000,92,12,8716,0.0071492441929876804
1000,100,24,8717,0.002959253266453743
1000,93,28,8680,0.0008036699146032333
1000,93,1,8722,0.004543005954474211
1000,93,20,8703,0.0017285039648413658
1000,93,10,8701,0.004245437681674957
1000,93,7,8699,0.0040355222299695015
1000,101,11,8694,0.0024752928875386715
1000,93,17,8704,0.0021032518707215786
1000,93,14,8716,0.004179901909083128
1000,93,5,8717,0.004795636050403118
1000,93,0,8711,0.005830495152622461
1000,86,3,8686,0.0040501197800040245
1000,93,24,8702,0.001771808136254549
1000,93,29,8716,0.0010782121680676937
1000,93,3,8719,0.005783071741461754
1000,94,7,8735,0.0010086982510983944
1000,85,24,8695,0.005457499995827675
1000,93,11,8683,0.004737343173474073
1000,101,3,8726,0.004343729000538588
1000,94,8,8707,0.0012643937952816486
1000,86,7,8678,0.004017496015876532
1000,94,0,8689,0.0019036238081753254
1000,94,5,8742,0.0015511596575379372
1000,94,3,8745,0.0018579661846160889
1000,92,8,8696,0.009587265085428953
1000,102,8,8691,0.0015423628501594067
1000,86,14,8735,0.003734717145562172
1000,93,27,8673,0.0028000138700008392
1000,94,9,8705,0.002214146312326193
1000,94,6,8751,0.002613301854580641
1000,92,15,8700,0.009701686911284924
1000,94,12,8685,0.00102213304489851
1000,94,14,8717,0.0011385497637093067
1000,93,16,8708,0.0059617687948048115
1000,94,20,8705,0.0012481119483709335
1000,94,28,8706,0.00099839735776186
1000,94,16,8702,0.002239285036921501
1000,85,23,8710,0.007143201772123575
1000,94,27,8692,0.0015255301259458065
1000,94,18,8697,0.002330332063138485
1000,95,0,8698,0.0011528567411005497
1000,86,4,8672,0.006571623031049967
1000,101,28,8693,0.004157598130404949
1000,94,15,8648,0.0027727410197257996
1000,86,11,8720,0.0056474292650818825
1000,94,22,8702,0.002408835105597973
1000,94,11,8735,0.0035563409328460693
1000,95,3,8703,0.0019015809521079063
1000,86,6,8693,0.007688060402870178
1000,102,17,8734,0.003209346905350685
1000,94,25,8704,0.002916068769991398
1000,95,9,8685,0.0010594557970762253
1000,94,13,8709,0.004523829091340303
1000,95,17,8674,0.000982907135039568
1000,95,5,8671,0.0017563779838383198
1000,95,21,8699,0.0008654589764773846
1000,94,17,8716,0.004953593015670776
1000,95,19,8702,0.0011197328567504883
1000,95,25,8711,0.0010029356926679611
1000,94,23,8728,0.004593504127115011
1000,95,24,8711,0.0010087075643241405
1000,94,10,8695,0.006967940833419561
1000,95,13,8711,0.002218774985522032
1000,80,1,8710,0.003119103144854307
1000,102,23,8655,0.0039182137697935104
1000,87,9,8715,0.004468582104891539
1000,87,19,8711,0.00377753097563982
1000,95,7,8686,0.003059046808630228
1000,87,26,8732,0.00381220830604434
1000,95,2,8707,0.004821015987545252
1000,88,12,8707,0.00197509303689003
1000,87,14,8717,0.006494903936982155
1000,95,28,8696,0.0022428720258176327
1000,96,5,8699,0.0007821968756616116
1000,96,4,8711,0.0008772020228207111
1000,96,6,8707,0.0009767860174179077
1000,96,2,8698,0.001062230672687292
1000,95,1,8729,0.006083364598453045
1000,95,10,8716,0.004686824977397919
1000,95,16,8722,0.004298211075365543
1000,96,0,8688,0.0018948167562484741
1000,96,13,8686,0.0007459982298314571
1000,95,20,8686,0.0038319560699164867
1000,95,11,8699,0.005155283957719803
1000,96,17,8729,0.0010135970078408718
1000,96,14,8677,0.0014600330032408237
1000,95,15,8732,0.0051960935816168785
1000,95,8,8698,0.0056828781962394714
1000,96,7,8754,0.0021973238326609135
1000,96,11,8737,0.001763621810823679
1000,80,25,8728,0.005008649080991745
1000,95,27,8717,0.004883716814219952
1000,96,21,8721,0.0018292688764631748
1000,88,23,8707,0.0015824111178517342
1000,89,23,8700,0.0010724309831857681
1000,89,7,8722,0.00269521027803421
1000,89,14,8693,0.001988869160413742
1000,96,3,8738,0.003743465058505535
1000,96,22,8701,0.0018281168304383755
1000,95,29,8686,0.004083354026079178
1000,104,19,8690,0.0013446500524878502
1000,104,15,8715,0.0016871141269803047
1000,95,18,8720,0.006551133003085852
1000,97,4,8699,0.0010302700102329254
1000,97,3,8706,0.001185310073196888
1000,95,12,8717,0.007610459346324205
1000,96,19,8720,0.004348920192569494
1000,97,7,8684,0.0012905937619507313
1000,96,23,8691,0.0027248882688581944
1000,97,16,8671,0.0008439277298748493
1000,95,14,8721,0.008604998234659433
1000,97,5,8674,0.0020248601213097572
1000,96,18,8695,0.004837618209421635
1000,96,9,8723,0.005252332892268896
1000,96,12,8737,0.005367235746234655
1000,97,17,8699,0.0010566203854978085
1000,97,15,8723,0.001658148132264614
1000,96,24,8680,0.0032204301096498966
1000,105,10,8726,0.0010933922603726387
1000,97,8,8740,0.0024400753900408745
1000,104,29,8702,0.00200724508613348
1000,97,1,8698,0.003033857326954603
1000,96,8,8681,0.006730219814926386
1000,104,1,8682,0.005825474858283997
1000,97,12,8710,0.0029800627380609512
1000,96,28,8687,0.004361684434115887
1000,96,27,8700,0.0049476721324026585
1000,97,22,8695,0.002118732314556837
1000,97,28,8694,0.0015438757836818695
1000,97,11,8769,0.004225017968565226
1000,98,0,8733,0.0018003839068114758
1000,105,15,8713,0.0015686950646340847
1000,104,20,8727,0.004551392048597336
1000,97,14,8723,0.004125245381146669
1000,98,2,8707,0.001485052052885294
1000,90,25,8704,0.0005317819304764271
1000,97,27,8667,0.0024167001247406006
1000,97,10,8712,0.005028959829360247
1000,97,23,8679,0.003127510193735361
1000,98,9,8727,0.0014052167534828186
1000,105,6,8724,0.0029661161825060844
1000,97,25,8705,0.003206141758710146
1000,97,26,8709,0.0030882926657795906
1000,98,4,8725,0.00201609218493104
1000,98,14,8724,0.0009637600742280483
1000,96,26,8702,0.006785948760807514
1000,97,20,8689,0.003938714042305946
1000,98,16,8687,0.0010772398672997952
1000,97,9,8720,0.00588314700871706
1000,97,13,8690,0.005689301062375307
1000,98,18,8726,0.0011271871626377106
1000,98,10,8700,0.002504209987819195
1000,98,25,8717,0.0009929570369422436
1000,97,24,8714,0.004002247005701065
1000,98,28,8687,0.0007582721300423145
1000,97,18,8690,0.005263212602585554
1000,105,20,8695,0.0041123609989881516
1000,106,0,8715,0.0033347709104418755
1000,98,1,8686,0.0034601250663399696
1000,98,27,8714,0.0010242979042232037
1000,96,29,8748,0.008062997367233038
1000,98,22,8686,0.001486344262957573
1000,98,20,8726,0.002026401925832033
1000,98,23,8700,0.001601396594196558
1000,98,12,8710,0.0030846260488033295
1000,99,2,8719,0.000950424000620842
1000,98,6,8706,0.0042304592207074165
1000,99,1,8728,0.001461806707084179
1000,98,5,8700,0.004973521921783686
1000,98,21,8683,0.002936718985438347
1000,98,3,8713,0.005406811833381653
1000,98,29,8737,0.0023906193673610687
1000,99,0,8717,0.0023887157440185547
1000,99,4,8704,0.0021634181030094624
1000,98,24,8698,0.003127107862383127
1000,98,17,8711,0.0038366951048374176
1000,98,26,8710,0.0038879448547959328
1000,98,11,8709,0.005697667133063078
1000,98,15,8709,0.0070003941655159
1000,99,3,8732,0.005172267090529203
1000,99,10,8709,0.0009345840662717819
1000,99,11,8694,0.0009581791236996651
1000,99,12,8729,0.000953159760683775
1000,99,17,8723,0.001071929931640625
1000,99,13,8722,0.0013633258640766144
1000,99,19,8705,0.0009971153922379017
1000,91,17,8709,0.003326895646750927
1000,99,8,8717,0.002236810978502035
1000,99,22,8721,0.0012471801601350307
1000,92,6,8718,0.0014878269284963608
1000,99,28,8685,0.0010287859477102757
1000,107,23,8715,0.002004370093345642
1000,99,14,8708,0.0017611579969525337
1000,99,7,8692,0.0032325931824743748
1000,100,6,8706,0.0007966659031808376
1000,100,0,8737,0.0009474488906562328
1000,99,27,8713,0.0019169198349118233
1000,107,25,8694,0.002091218251734972
1000,99,16,8713,0.003255847841501236
1000,100,8,8699,0.0011468855664134026
1000,100,13,8699,0.0008734553121030331
1000,100,9,8714,0.0009332508780062199
1000,92,7,8735,0.003909185994416475
1000,92,25,8713,0.002061230130493641
1000,99,5,8717,0.004857266321778297
1000,92,19,8721,0.004999872297048569
1000,99,15,8717,0.004549688659608364
1000,92,23,8699,0.00323291402310133
1000,78,23,8698,0.0013261525891721249
1000,100,26,8712,0.0007321508601307869
1000,100,1,8722,0.002538926899433136
1000,85,0,8723,0.00634332001209259
1000,93,8,8691,0.0032715690322220325
1000,100,14,8719,0.0018974016420543194
1000,108,4,8706,0.0021206550300121307
1000,99,6,8677,0.005621688906103373
1000,101,1,8701,0.0007180632092058659
1000,108,9,8673,0.0020522521808743477
1000,100,27,8716,0.001421057153493166
1000,108,2,8701,0.002819410990923643
1000,100,28,8717,0.001158728264272213
1000,100,18,8668,0.002815562766045332
1000,100,2,8741,0.0037910970859229565
1000,100,4,8712,0.0034581106156110764
1000,100,17,8702,0.0028310641646385193
1000,100,29,8706,0.0016182810068130493
1000,101,10,8722,0.0008263429626822472
1000,101,6,8715,0.0011192923411726952
1000,101,2,8735,0.0012976783327758312
1000,100,16,8695,0.003420557826757431
1000,101,7,8701,0.0008448101580142975
1000,100,5,8732,0.004481276031583548
1000,101,16,8725,0.0008023679256439209
1000,108,28,8695,0.0006208149716258049
1000,100,19,8710,0.0035833329893648624
1000,108,11,8693,0.0031096949242055416
1000,108,5,8723,0.003937230911105871
1000,101,12,8743,0.00221188273280859
1000,93,12,8715,0.0038659521378576756
1000,100,25,8706,0.00422710319980979
1000,101,13,8714,0.0029477099888026714
1000,101,0,8699,0.0039176433347165585
1000,100,3,8726,0.006603766232728958
1000,101,14,8726,0.003262902144342661
1000,101,5,8669,0.003814252093434334
1000,101,15,8685,0.0030106832273304462
1000,100,7,8688,0.0066556259989738464
1000,79,1,8691,0.0022240150719881058
1000,101,4,8717,0.004252632614225149
1000,101,20,8662,0.001141345128417015
1000,101,22,8709,0.0011051837354898453
1000,101,24,8699,0.0010980400256812572
1000,101,19,8717,0.0013890950940549374
1000,100,23,8703,0.0059803556650877
1000,101,9,8736,0.004430066794157028
1000,101,17,8691,0.0019322200678288937
1000,101,18,8722,0.0020604985766112804
1000,101,21,8717,0.0017698351293802261
1000,101,23,8719,0.0016941968351602554
1000,101,29,8748,0.0012862063013017178
1000,102,2,8710,0.0010886923409998417
1000,101,27,8719,0.0022803451865911484
1000,101,25,8713,0.0023703002370893955
1000,102,9,8704,0.0013870918191969395
1000,102,1,8693,0.002635784912854433
1000,94,1,8723,0.0019895806908607483
1000,102,10,8694,0.0017550061456859112
1000,100,21,8762,0.008443035185337067
1000,102,3,8723,0.0023515732027590275
1000,102,7,8677,0.0020819399505853653
1000,102,4,8677,0.0032934010960161686
1000,102,6,8714,0.0031781778670847416
1000,102,16,8703,0.0007530911825597286
1000,93,18,8680,0.006035583093762398
1000,102,14,8723,0.0011399826034903526
1000,109,23,8708,0.0018701902590692043
1000,101,26,8708,0.004619774874299765
1000,102,5,8686,0.0036100060679018497
1000,102,0,8702,0.004690452013164759
1000,102,25,8706,0.0005837022326886654
1000,110,11,8700,0.0008498090319335461
1000,102,19,8743,0.0018486068584024906
1000,102,15,8716,0.0017789420671761036
1000,103,1,8690,0.0010631033219397068
1000,103,3,8695,0.001137817744165659
1000,103,4,8683,0.0008395588956773281
1000,102,24,8675,0.0017798240296542645
1000,110,13,8712,0.0015359101817011833
1000,93,25,8733,0.006258293986320496
1000,102,21,8687,0.0026564449071884155
1000,102,12,8695,0.0036531491205096245
1000,102,11,8714,0.0045356410555541515
1000,102,27,8665,0.0030940743163228035
1000,102,28,8681,0.003011303022503853
1000,109,28,8699,0.003831143956631422
1000,87,24,8692,0.00285458005964756
1000,103,0,8706,0.0032400181517004967
1000,110,1,8676,0.003819802775979042
1000,102,18,8703,0.004942751955240965
1000,103,13,8711,0.001000851858407259
1000,103,12,8724,0.0010882220230996609
1000,103,8,8738,0.001566329039633274
1000,109,25,8684,0.004665023181587458
1000,103,5,8715,0.0018997262232005596
1000,102,29,8718,0.0045688571408391
1000,110,16,8732,0.003294683061540127
1000,103,19,8693,0.0010262918658554554
1000,103,25,8692,0.0008540078997612
1000,103,22,8707,0.001127799041569233
1000,103,14,8690,0.0017678411677479744
1000,103,21,8702,0.0012737619690597057
1000,111,9,8690,0.002065147738903761
1000,111,7,8725,0.0025889440439641476
1000,103,17,8675,0.0018698791973292828
1000,103,27,8693,0.0011110859923064709
1000,103,16,8706,0.0019636196084320545
1000,103,23,8710,0.0017442447133362293
1000,103,9,8683,0.002795976120978594
1000,103,24,8692,0.0018462417647242546
1000,103,20,8702,0.0023071770556271076
1000,111,26,8696,0.00145413214340806
1000,110,6,8696,0.00610907468944788
1000,104,4,8710,0.0005538449622690678
1000,111,19,8736,0.0017088660970330238
1000,104,8,8736,0.0009147049859166145
1000,104,9,8722,0.0008826833218336105
1000,104,10,8757,0.0008329269476234913
1000,104,12,8700,0.0007286840118467808
1000,104,0,8701,0.0016050143167376518
1000,103,29,8682,0.0020451988093554974
1000,103,6,8703,0.006070700939744711
1000,104,3,8734,0.0019050869159400463
1000,104,13,8738,0.0011768927797675133
1000,104,18,8675,0.0009867348708212376
1000,104,11,8727,0.001668448094278574
1000,111,22,8687,0.0031926659867167473
1000,104,17,8710,0.0012713568285107613
1000,104,22,8721,0.0008196611888706684
1000,96,1,8746,0.003869309090077877
1000,97,0,8705,0.0012961463071405888
1000,111,21,8700,0.0034689218737185
1000,112,11,8689,0.0014190040528774261
1000,104,5,8689,0.0033309939317405224
1000,104,21,8695,0.0021971729584038258
1000,104,6,8697,0.003889807965606451
1000,104,25,8700,0.0014905016869306564
1000,105,5,8685,0.0009689400903880596
1000,111,16,8725,0.004731011111289263
1000,104,28,8726,0.0016069081611931324
1000,112,13,8682,0.001786667387932539
1000,105,3,8699,0.0011817938648164272
1000,104,16,8720,0.00410966482013464
1000,105,7,8708,0.0014015501365065575
1000,90,4,8699,0.0017989310435950756
